DAY,SALES_VALUE
101,218.87
102,133.72
103,193.34
104,166.2
105,139.63
106,167.24
107,136.37
108,135.59
109,170.01
110,161.76
111,146.75
112,136.86
113,134.24
114,143.6
115,185.68
116,225.22
117,181.05
118,155.51
119,127.92
120,141.42
121,131.79
122,183.33
123,154.52
124,195.58
125,142.24
126,113.82000000000001
127,110.29
128,129.58
129,151.42000000000002
130,165.67000000000002
131,196.70000000000002
132,195.94
133,166.32
134,162.89000000000001
135,150.97
136,124.32000000000001
137,205.11
138,182.89000000000001
139,149.62
140,162.29
141,133.81
142,101.56
143,121.9
144,237.56
145,198.64000000000001
146,165.1
147,146.22
148,138.83
149,134.67000000000002
150,157.68
151,92.0
152,181.86
153,104.47
154,190.42000000000002
155,109.28
156,145.3
157,216.63
158,163.68
159,202.54
160,165.08
161,144.01
162,177.86
163,181.53
164,206.45000000000002
165,214.97
166,203.38
167,216.0
168,209.13
169,246.33
170,136.34
171,121.12
172,139.18
173,237.91
174,139.32
175,107.61
176,100.1
177,132.71
178,138.33
179,162.79
180,177.24
181,153.65
182,154.18
183,155.23
184,122.63
185,195.26
186,185.04
187,178.21
188,108.49000000000001
189,146.56
190,174.45000000000002
191,178.76
192,130.87
193,269.77
194,239.9
195,205.87
196,116.31
197,183.86
198,191.05
199,137.05
200,199.34
201,246.06
202,131.88
203,179.33
204,139.61
205,206.64000000000001
206,186.39000000000001
207,302.79
208,198.3
209,175.76
210,109.36
211,171.98
212,177.2
213,172.6
214,219.97
215,217.99
216,103.04
217,101.73
218,106.36
219,126.71000000000001
220,142.96
221,179.38
222,201.41
223,119.61
224,177.72
225,160.75
226,141.29
227,173.33
228,188.79
229,248.06
230,156.65
231,120.10000000000001
232,182.74
233,160.0
234,176.1
235,188.69
236,284.52
237,190.34
238,141.23
239,183.03
240,160.22
241,244.39000000000001
242,323.18
243,315.95
244,240.65
245,316.77
246,415.34000000000003
247,131.26
248,132.65
249,155.13
250,140.19
251,173.48
252,156.45
253,113.07
254,223.2
255,178.0
256,342.78000000000003
257,292.64
258,226.19
259,240.1
260,224.8
261,279.21
262,207.05
263,216.8
264,242.36
265,163.03
266,263.44
267,196.42
268,135.07
269,209.12
270,262.03
271,264.55
272,225.07
273,254.0
274,240.57
275,348.85
276,439.42
277,397.76
278,1.98
279,156.46
280,155.55
281,185.77
282,128.94
283,242.53
284,336.18
285,220.87
286,230.91
287,176.96
288,133.3
289,146.15
290,165.29
291,225.83
292,194.28
293,210.83
294,85.67
295,145.27
296,152.15
297,171.24
298,204.7
299,196.5
300,229.93
301,109.4
302,114.32000000000001
303,107.3
304,211.44
305,225.87
306,268.54
307,212.68
308,132.97
309,165.0
310,147.13
311,130.91
312,279.32
313,275.55
314,192.34
315,155.96
316,155.93
317,164.86
318,221.93
319,372.59000000000003
320,373.06
321,158.93
322,182.45
323,215.44
324,261.85
325,337.1
326,269.42
327,343.27
328,447.85
329,328.34
330,134.63
331,146.28
332,146.41
333,164.28
334,182.13
335,143.76
336,139.84
337,140.83
338,114.4
339,185.14000000000001
340,229.44
341,212.29
342,141.6
343,156.51
344,206.17000000000002
345,208.37
346,114.82000000000001
347,242.51000000000002
348,262.08
349,230.43
350,236.64000000000001
351,197.12
352,150.77
353,176.67
354,269.95
355,264.56
356,153.88
357,189.84
358,99.53
359,153.67000000000002
360,175.42000000000002
361,218.24
362,181.64000000000001
363,130.18
364,126.92
365,104.95
366,102.55
367,148.61
368,203.89000000000001
369,211.14000000000001
370,249.51
371,134.56
372,167.53
373,125.21
374,137.09
375,214.42
376,243.6
377,249.27
378,166.13
379,136.45
380,131.09
381,183.48
382,166.23
383,211.76
384,188.8
385,159.87
386,255.82999999999998
387,166.54
388,253.28
389,261.24
390,214.63
391,159.25
392,196.9
393,123.61
394,105.05
395,148.71
396,172.03
397,206.36
398,108.42
399,144.0
400,109.4
401,116.11
402,139.94
403,226.02
404,162.78
405,264.14
406,219.49
407,183.97
408,215.78
409,204.15
410,277.29
411,264.42
412,233.95
413,202.03
414,225.89
415,269.26
416,252.41
417,350.28000000000003
418,444.59000000000003
419,172.84
420,161.39000000000001
421,161.68
422,176.29000000000002
423,163.74
424,170.9
425,201.31
426,167.93
427,141.8
428,154.47
429,147.34
430,185.44
431,192.34
432,243.28
433,132.45
434,136.76
435,140.23
436,193.73
437,215.77
438,240.59
439,250.14000000000001
440,192.69
441,164.49
442,207.4
443,158.20000000000002
444,122.59
445,187.69
446,231.73
447,182.24
448,221.04
449,164.20000000000002
450,195.68
451,219.39000000000001
452,301.58
453,368.88
454,151.86
455,85.8
456,127.61
457,98.18
458,158.73
459,130.58
460,149.1
461,137.18
462,88.95
463,135.52
464,108.06
465,199.46
466,167.3
467,171.07
468,142.38
469,211.07
470,118.09
471,183.78
472,172.78
473,167.42000000000002
474,224.76
475,183.07
476,125.99000000000001
477,158.17000000000002
478,215.77
479,116.25
480,151.04
481,241.84
482,185.06
483,144.51
484,154.9
485,135.83
486,142.63
487,181.68
488,247.52
489,140.65
490,79.96000000000001
491,114.44
492,107.19000000000001
493,201.15
494,219.05
495,190.14000000000001
496,97.15
497,200.21
498,125.97
499,159.12
500,193.71
501,196.15
502,229.44
503,179.73
504,133.46
505,160.28
506,152.27
507,101.84
508,219.38
509,184.63
510,189.15
511,146.01
512,147.56
513,119.19
514,166.24
515,249.35
516,190.86
517,119.86
518,143.88
519,144.76
520,118.05
521,119.94
522,214.14000000000001
523,199.41
524,134.43
525,145.35
526,120.59
527,156.97
528,151.08
529,255.27
530,185.83
531,159.47
532,169.26
533,158.41
534,180.6
535,164.51
536,199.61
537,224.78
538,149.55
