DAY,SALES_VALUE
101,182.05
102,158.33
103,188.5
104,136.12
105,152.57
106,203.63
107,187.99
108,198.25
109,260.62
110,189.52
111,144.01
112,144.05
113,205.38
114,206.97
115,172.98
116,218.53
117,204.32
118,170.15
119,126.25
120,126.65
121,118.77
122,231.17000000000002
123,199.79
124,239.9
125,131.81
126,166.62
127,145.98
128,179.02
129,155.51
130,167.74
131,201.55
132,214.29
133,156.56
134,204.25
135,170.72
136,168.07
137,227.87
138,211.83
139,222.94
140,183.92
141,190.98
142,141.4
143,155.7
144,203.35
145,201.78
146,197.2
147,197.46
148,126.19
149,86.91
150,186.99
151,134.13
152,208.39
153,91.17
154,125.38
155,93.67
156,86.92
157,189.83
158,171.1
159,228.35
160,168.11
161,114.63
162,112.92
163,150.46
164,259.97
165,294.9
166,206.92
167,227.64000000000001
168,260.96
169,237.34
170,175.08
171,143.76
172,170.96
173,280.87
174,135.29
175,140.64000000000001
176,175.39000000000001
177,155.59
178,160.86
179,185.98
180,241.27
181,157.32
182,162.47
183,185.81
184,208.5
185,186.46
186,309.82
187,248.89
188,146.35
189,145.66
190,71.01
191,150.64
192,133.02
193,268.67
194,251.57999999999998
195,203.77
196,191.6
197,192.5
198,170.04999999999998
199,173.41
200,232.28
201,273.15
202,176.53
203,159.62
204,124.11
205,141.91
206,117.87
207,196.18
208,293.04
209,203.05
210,158.03
211,192.14
212,159.23
213,183.79
214,201.19
215,229.89
216,141.5
217,100.33
218,114.17
219,145.24
220,128.79
221,171.97
222,240.41
223,154.51
224,136.25
225,181.85
226,132.53
227,147.47
228,193.28
229,342.28
230,154.32
231,115.38
232,173.39000000000001
233,133.09
234,168.34
235,210.17
236,276.06
237,143.47
238,139.21
239,114.88
240,125.69
241,182.91
242,281.89
243,234.15
244,204.14
245,242.71
246,264.24
247,47.36
248,119.42
249,133.53
250,135.09
251,149.23
252,124.07
253,117.79
254,153.65
255,142.29
256,290.48
257,299.07
258,239.53
259,125.2
260,261.52
261,251.8
262,140.02
263,140.18
264,192.79
265,153.39000000000001
266,171.01
267,192.95
268,149.75
269,134.81
270,198.22
271,215.6
272,215.24
273,191.96
274,129.12
275,196.88
276,359.46
277,219.0
279,133.58
280,150.34
281,124.3
282,124.39
283,158.25
284,222.82
285,190.69
286,220.5
287,248.13
288,200.13
289,233.0
290,224.59
291,240.38
292,263.92
293,212.39000000000001
294,176.4
295,147.79
296,186.38
297,140.1
298,241.73
299,246.93
300,205.73
301,175.95
302,108.01
303,133.92
304,174.67
305,226.58
306,290.24
307,225.28
308,144.4
309,114.2
310,98.8
311,142.74
312,252.86
313,255.72
314,239.44
315,165.64
316,165.22
317,200.89000000000001
318,207.91
319,337.38
320,269.42
321,160.01
322,138.42
323,159.49
324,173.52
325,206.12
326,224.46
327,299.17
328,132.4
329,85.11
330,160.93
331,167.85
332,119.56
333,197.62
334,163.34
335,193.82
336,171.29
337,146.42
338,89.59
339,155.83
340,222.19
341,287.61
342,189.34
343,175.07
344,186.7
345,233.02
346,205.63
347,307.19
348,322.83
349,218.22
350,168.04
351,146.63
352,120.65
353,147.3
354,195.23
355,295.44
356,179.5
