DAY,SALES_VALUE
101,50.93
102,31.66
103,51.94
104,50.11
105,59.35
106,15.88
107,35.64
108,19.96
109,24.47
110,62.95
111,46.84
112,20.47
113,38.72
114,59.96
115,39.21
116,56.35
117,48.92
118,52.5
119,60.32
120,47.24
121,40.93
122,67.81
123,36.61
124,53.57
125,18.82
126,16.72
127,37.97
128,79.58
129,21.830000000000002
130,72.81
131,70.27
132,64.83
133,51.86
134,50.25
135,38.36
136,42.82
137,75.61
138,73.14
139,51.410000000000004
140,44.45
141,72.58
142,49.33
143,26.98
144,33.55
145,58.65
146,36.52
147,17.39
148,75.67
149,31.61
150,35.99
151,37.57
152,40.89
153,28.990000000000002
154,52.92
155,26.9
156,38.6
157,64.63
158,14.78
159,40.55
160,27.16
161,32.32
162,25.49
163,34.22
164,46.5
165,63.51
166,59.980000000000004
167,45.34
168,53.24
169,36.52
170,47.370000000000005
171,36.65
172,36.52
173,54.26
174,23.36
175,48.4
176,46.45
177,13.98
178,41.120000000000005
179,49.43
180,41.9
181,39.03
182,34.35
183,46.78
184,27.34
185,19.79
186,32.71
187,80.9
188,19.0
189,19.33
190,18.45
191,56.43
192,23.68
193,30.61
194,36.410000000000004
195,57.74
196,38.12
197,25.72
198,56.58
199,38.67
200,57.03
201,64.68
202,30.53
203,60.42
204,29.03
205,35.01
206,53.730000000000004
207,56.86
208,59.45
209,36.49
210,36.84
211,49.769999999999996
212,63.88
213,36.11
214,78.61
215,49.29
216,84.51
217,30.95
218,67.88
219,54.730000000000004
220,39.62
221,66.3
222,85.27
223,89.59
224,89.41
225,95.95
226,63.32
227,94.84
228,78.04
229,105.25
230,97.69
231,73.56
232,83.04
233,89.86
234,102.9
235,78.51
236,118.81
237,67.63
238,38.91
239,54.25
240,79.91
241,119.67
242,151.2
243,105.21000000000001
244,141.59
245,116.66
246,226.95
247,37.24
248,35.96
249,44.9
250,100.7
251,61.69
252,36.61
253,46.38
254,85.99
255,75.89
256,108.78
257,57.45
258,119.52
259,73.7
260,198.56
261,122.76
262,55.98
263,89.65
264,136.53
265,48.87
266,142.34
267,96.15
268,76.39
269,86.87
270,129.95
271,103.61
272,128.33
273,120.97
274,101.07
275,176.79
276,202.09
277,135.60999999999999
279,35.53
280,67.72
281,25.59
282,60.28
283,56.41
284,71.16
285,48.44
286,47.410000000000004
287,38.77
288,55.480000000000004
289,41.65
290,67.13
291,80.44
292,79.69
293,30.25
294,30.97
295,18.49
296,47.65
297,30.04
298,101.61
299,57.61
300,54.1
301,29.58
302,15.32
303,28.53
304,34.870000000000005
305,39.18
306,74.53
307,33.87
308,14.78
309,40.01
310,22.96
311,39.12
312,80.16
313,59.81
314,48.25
315,50.45
316,36.2
317,56.51
318,77.05
319,78.52
320,67.08
321,99.81
322,48.39
323,53.53
324,110.19
325,61.31
326,59.980000000000004
327,73.95
328,64.75
329,32.61
330,35.79
331,33.95
332,74.8
333,48.41
334,64.23
335,23.53
336,51.32
337,56.77
338,50.11
339,41.6
340,80.49
341,62.78
342,44.0
343,41.59
344,42.66
345,87.89
346,81.97
347,75.25
348,102.18
349,62.44
350,53.29
351,62.06
352,46.63
353,46.98
354,87.59
355,100.95
356,55.36
357,39.71
358,28.46
359,49.28
360,51.16
361,76.1
362,70.38
363,83.57
364,51.02
365,50.29
366,44.67
367,69.63
368,67.32000000000001
369,58.81
370,51.92
371,88.68
372,48.02
373,38.5
374,57.0
375,109.67
376,117.17
377,64.98
378,62.25
379,38.980000000000004
380,51.54
381,63.519999999999996
382,81.07000000000001
383,59.9
384,24.22
385,31.89
386,35.13
387,62.730000000000004
388,139.68
389,89.46
390,35.37
391,33.3
392,45.01
393,48.28
394,28.71
395,40.84
396,62.01
397,66.97
398,27.63
399,50.14
400,43.97
401,38.7
402,41.56
403,63.480000000000004
404,56.64
405,48.38
406,47.05
407,36.96
408,60.26
409,40.55
410,46.42
411,31.2
412,54.41
413,58.4
414,33.09
415,54.84
416,56.25
417,66.89
418,79.17
419,70.22
420,50.22
421,48.19
422,35.21
423,67.97
424,28.0
425,77.19
426,41.24
427,27.04
428,24.4
429,23.36
430,55.41
431,45.14
432,35.7
433,25.66
434,31.94
435,25.53
436,38.01
437,56.86
438,47.35
439,75.11
440,66.17
441,35.980000000000004
442,50.77
443,11.45
444,46.39
445,43.29
446,70.78
447,46.08
448,54.81
449,40.49
450,40.26
451,65.14
452,40.160000000000004
453,58.83
454,64.2
455,39.53
456,48.47
457,29.95
458,70.77
459,54.56
460,38.51
461,60.13
462,26.18
463,29.060000000000002
464,57.94
465,41.660000000000004
466,74.7
467,57.92
468,77.18
469,87.82000000000001
470,26.09
471,45.34
472,58.93
473,41.07
474,62.38
475,71.15
476,43.19
477,42.77
478,45.93
479,56.199999999999996
480,27.880000000000003
481,36.25
482,36.27
483,39.78
484,33.81
485,36.58
486,34.47
487,69.74
488,55.010000000000005
489,20.12
490,23.23
491,29.56
492,36.17
493,53.17
494,31.8
495,42.28
496,30.080000000000002
497,59.86
498,52.9
499,46.42
500,34.64
501,49.52
502,93.17
503,27.75
504,26.55
505,36.29
506,39.72
507,31.33
508,43.22
509,38.13
510,63.12
511,42.05
512,22.59
513,32.42
514,33.86
515,54.11
516,40.7
517,26.93
518,55.42
519,14.780000000000001
520,19.96
521,23.43
522,49.97
523,50.730000000000004
524,55.18
525,23.52
526,29.59
527,50.89
528,59.63
529,54.51
530,55.03
531,53.19
532,23.02
533,48.59
534,48.47
535,45.99
536,41.01
537,50.43
538,29.22
539,40.03
540,34.97
541,50.39
542,63.6
543,53.14
544,46.7
545,57.76
546,63.39
547,22.11
548,16.91
549,49.01
550,29.36
551,40.35
552,48.34
553,36.36
554,33.26
555,17.490000000000002
556,24.0
557,42.15
558,71.77
559,47.32
560,27.13
561,48.98
562,32.22
563,54.42
564,65.46000000000001
565,51.19
566,67.6
567,83.87
568,31.79
569,41.73
570,49.53
571,66.25
572,104.43
573,55.64
574,52.39
575,56.68
576,47.3
577,47.95
578,28.78
579,67.84
580,64.08
581,52.65
582,36.01
583,33.35
584,33.93
585,74.36
586,70.51
587,62.32
588,45.14
589,57.34
590,71.48
591,67.77
592,100.79
593,121.97
594,94.19
595,66.6
596,74.29
597,73.16
598,80.85
599,149.16
600,89.72
601,74.45
602,60.46
603,78.94
604,69.3
605,74.45
606,92.89
607,110.23
608,134.54
609,174.2
610,173.08
611,77.23
612,47.65
613,66.34
614,79.84
615,48.09
616,41.05
617,53.16
618,52.16
619,73.15
620,82.07000000000001
621,101.79
622,100.79
623,91.9
624,108.75
625,84.89
626,90.02
627,87.28
628,170.85
629,76.34
630,80.92
631,42.36
632,71.24
633,108.55
634,93.78
635,110.39
636,85.56
637,119.6
638,139.37
639,89.6
640,121.83
641,206.96
642,145.77
644,40.55
645,43.91
646,61.76
647,46.69
648,77.95
649,65.5
650,56.89
651,75.04
652,49.07
653,26.52
654,27.490000000000002
655,50.36
656,60.93
657,29.21
658,38.55
659,61.19
660,58.95
661,34.37
662,42.66
663,85.97
664,29.08
665,28.08
666,26.86
667,35.41
668,47.33
669,101.17
670,38.8
671,87.1
672,46.74
673,47.86
674,60.85
675,43.8
676,92.79
677,56.82
678,31.63
679,43.129999999999995
680,66.24
681,61.87
682,48.43
683,77.52
684,99.16
685,48.73
686,57.82
687,43.53
688,51.86
689,49.81
690,84.78
691,141.96
692,147.71
693,20.6
694,40.22
695,51.95
696,53.39
697,88.38
698,65.38
699,42.72
700,36.730000000000004
701,42.24
702,37.96
703,53.9
704,59.57
705,76.67
706,33.74
707,41.25
708,25.06
