DAY,SALES_VALUE
101,87.46000000000001
102,79.21000000000001
103,106.92
104,107.54
105,48.18
106,71.0
107,54.08
108,39.92
109,68.55
110,100.98
111,28.98
112,49.51
113,65.95
114,69.37
115,104.91
116,56.75
117,78.83
118,78.26
119,41.57
120,69.16
121,59.04
122,72.97
123,58.69
124,109.78
125,50.7
126,47.47
127,42.56
128,39.660000000000004
129,30.299999999999997
130,52.75
131,99.03
132,71.39
133,72.82
134,74.95
135,69.98
136,38.93
137,109.59
138,124.62
139,101.62
140,60.18
141,61.35
142,41.02
143,62.78
144,67.63
145,77.23
146,127.37
147,107.46000000000001
148,80.5
149,61.63
150,111.1
151,117.76
152,90.56
153,70.64
154,54.18
155,52.88
156,78.78
157,99.46000000000001
158,81.7
159,121.37
160,95.6
161,47.7
162,49.01
163,48.45
164,54.08
165,92.6
166,83.01
167,76.3
168,57.55
169,85.94
170,48.41
171,30.36
172,38.18
173,81.7
174,55.82
175,60.02
176,63.35
177,65.16
178,102.41
179,99.55
180,129.54
181,57.550000000000004
182,65.0
183,67.17
184,79.42
185,102.52
186,68.01
187,100.09
188,81.4
189,58.31
190,75.07
191,80.86
192,80.02
193,103.12
194,154.04
195,70.26
196,69.62
197,85.72
198,54.06
199,62.22
200,96.95
201,88.06
202,55.82
203,51.89
204,47.03
205,53.17
206,49.76
207,69.05
208,111.38
209,49.22
210,20.4
211,64.9
212,52.88
213,60.86
214,91.2
215,121.18
216,76.54
217,48.55
218,66.36
219,54.67
220,76.68
221,64.03
222,71.85
223,46.57
224,59.9
225,46.42
226,65.19
227,46.7
228,100.79
229,100.2
230,49.2
231,56.85
232,65.09
233,35.12
234,39.69
235,72.05
236,94.35000000000001
237,72.98
238,56.47
239,55.54
240,50.28
241,71.58
242,75.52
243,129.22
244,110.8
245,90.65
246,101.39
247,17.67
248,45.32
249,81.63
250,76.86
251,45.910000000000004
252,41.28
253,56.75
254,68.38
255,65.62
256,135.6
257,140.81
258,141.09
259,66.82000000000001
260,60.47
261,105.92
262,56.480000000000004
263,70.43
264,79.73
265,49.17
266,86.83
267,63.82
268,38.62
269,56.46
270,70.16
271,79.82
272,65.13
273,65.65
274,49.47
275,115.62
276,145.26
277,56.09
279,92.49
280,35.82
281,60.69
282,40.95
283,61.03
284,62.29
285,52.620000000000005
286,98.0
287,81.77
288,56.57
289,63.35
290,56.4
291,95.46
292,121.15
293,80.7
294,35.480000000000004
295,63.480000000000004
296,97.46
297,71.69
298,141.05
299,90.31
300,110.74000000000001
301,40.69
302,41.67
303,41.96
304,89.21000000000001
305,77.15
306,146.4
307,90.22
308,84.95
309,34.92
310,60.53
311,82.35
312,126.61
313,106.77
314,67.56
315,57.9
316,57.75
317,72.74
318,78.38
319,120.7
320,101.53999999999999
321,114.98
322,64.74
323,63.75
324,87.08
325,91.93
326,78.58
327,146.47
328,85.42
329,62.21
330,69.43
331,67.56
332,69.95
333,113.23
334,94.9
335,86.85000000000001
336,88.65
337,67.08
338,20.15
339,43.12
340,106.04
341,98.42999999999999
342,72.15
343,90.16
344,70.6
345,138.25
346,66.39
347,99.13
348,171.39000000000001
349,68.0
350,43.24
351,59.71
352,37.88
353,36.47
354,70.87
355,119.78999999999999
356,97.68
357,33.83
358,66.04
359,67.39
360,66.79
361,72.63
362,111.8
363,134.1
364,59.410000000000004
365,38.29
366,48.71
367,99.03
368,120.24
369,136.08
370,77.18
371,92.49
372,99.58
373,53.83
374,36.85
375,99.59
376,98.92
377,83.65
378,79.72
379,54.13
380,59.67
381,43.65
382,97.3
383,86.87
384,70.06
385,31.69
386,60.05
387,36.839999999999996
388,79.55
389,111.61
390,67.83
391,53.81
392,70.01
393,39.89
394,80.27
395,87.05
396,104.11
397,139.19
398,96.97
399,54.85
400,89.21
401,66.34
402,50.5
403,137.99
404,126.03
405,81.84
406,73.15
407,75.7
408,102.59
409,80.61
410,111.71
411,146.7
412,69.44
413,41.0
414,103.14
415,102.05
416,46.35
417,96.26
418,91.1
419,88.75
420,62.89
421,27.54
422,106.36
423,77.38
424,73.61
425,115.69
426,57.29
427,60.75
428,55.29
429,48.62
430,79.44
431,88.61
432,106.89
433,73.64
434,50.22
435,51.29
436,88.6
437,70.61
438,103.45
439,138.98
440,120.7
441,78.38
442,83.68
443,63.24
444,58.550000000000004
445,65.88
446,111.42999999999999
447,62.35
448,34.39
449,45.14
450,50.21
451,58.230000000000004
452,97.27
453,82.56
454,52.57
455,37.230000000000004
456,67.03
457,35.12
458,71.39
459,73.7
460,81.32000000000001
461,104.78
462,48.199999999999996
463,40.19
464,101.81
465,109.73
466,119.98
467,93.59
468,65.17
469,117.11
470,77.53
471,79.72
472,62.81
473,81.27
474,146.27
475,65.24
476,61.95
477,39.0
478,56.8
479,72.64
480,59.019999999999996
481,93.64
482,99.41
483,42.79
484,41.78
485,62.69
486,51.1
487,40.28
488,81.92
489,62.51
490,65.2
491,49.96
492,54.55
493,74.35
494,68.9
495,73.2
496,65.61
497,86.32
498,41.49
499,96.08
500,92.59
501,73.81
502,100.97
503,75.16
504,85.57
505,70.63
506,51.980000000000004
507,67.08
508,70.31
509,110.16
510,87.09
511,48.56
512,31.38
513,71.25
514,69.91
515,71.76
516,95.0
517,65.27
518,35.29
519,79.81
520,44.73
521,69.6
522,48.88
523,96.41
524,55.9
525,50.08
526,83.98
527,64.56
528,72.98
529,80.03
530,128.74
531,64.52
532,115.91
533,84.68
534,57.58
535,101.41
536,122.17999999999999
537,109.68
538,71.4
539,51.83
540,74.66
541,40.27
542,46.7
543,57.25
544,100.46000000000001
545,83.83
546,41.1
547,73.11
548,54.33
549,43.18
550,55.96
551,109.06
552,74.75
553,53.72
554,63.71
555,74.86
556,64.58
557,64.45
558,66.74
559,81.8
560,89.88
561,74.18
562,76.97
563,75.21000000000001
564,64.72
565,121.34
566,57.54
567,35.82
568,39.6
569,65.55
570,46.06
571,81.62
572,104.99
573,80.46
574,44.33
575,53.88
576,40.230000000000004
577,66.84
578,46.83
579,94.2
580,64.63
581,32.160000000000004
582,43.82
583,33.94
584,40.41
585,72.72
586,61.17
587,107.09
588,63.96
589,57.980000000000004
590,50.5
591,69.41
592,111.59
593,129.53
594,70.03999999999999
595,35.76
596,61.31
597,42.43
598,50.94
599,95.35
600,106.55
601,73.13
602,108.5
603,80.09
604,68.02
605,54.04
606,102.61
607,96.25
608,72.27
609,63.04
610,43.22
611,24.34
612,39.16
613,61.699999999999996
614,71.23
615,78.51
616,88.1
617,50.28
618,45.89
619,70.64
620,121.99
621,149.4
622,65.33
623,108.37
624,62.35
625,53.11
626,101.77
627,79.7
628,95.96
629,84.42999999999999
630,63.28
631,46.45
632,53.37
633,50.66
634,87.81
635,65.81
636,83.47
637,73.61
638,88.67
639,46.87
640,128.98
641,109.6
642,46.38
644,65.81
645,75.84
646,47.54
647,48.769999999999996
648,85.47
649,60.75
650,71.91
651,56.58
652,81.32
653,65.16
654,59.62
655,105.83
656,143.29
657,58.48
658,67.75
659,75.89
660,60.92
661,53.88
662,44.03
663,95.91
664,73.09
665,68.02
666,45.99
667,48.64
668,33.49
669,144.5
670,74.42
671,93.42999999999999
672,83.15
673,43.12
674,75.66
675,70.2
676,112.68
677,95.85
678,49.48
679,62.59
680,71.98
681,93.03
682,55.31
683,107.29
684,143.81
685,68.8
686,83.32000000000001
687,88.32
688,59.13
689,36.81
690,84.69
691,161.99
692,120.53
693,24.07
694,29.79
695,41.58
696,51.81
697,70.91
698,55.55
699,79.26
700,27.580000000000002
701,65.29
702,51.730000000000004
703,34.01
704,102.53
705,119.23
706,92.67
707,52.29
708,66.44
