DAY,SALES_VALUE
102,11.309999999999999
103,6.54
105,6.540000000000001
106,8.18
109,5.45
113,0.55
114,13.63
116,3.8200000000000003
118,15.26
119,11.99
120,3.2700000000000005
122,10.9
124,2.18
125,1.09
127,4.37
128,13.08
129,3.27
130,1.09
132,2.18
135,11.99
137,1.09
141,0.55
143,8.18
144,1.09
150,4.36
151,8.72
152,3.8200000000000003
153,11.99
154,6.29
156,1.09
157,23.84
158,2.1900000000000004
159,4.91
160,2.7300000000000004
162,16.21
164,1.09
165,1.6400000000000001
167,7.630000000000001
168,4.91
171,6.550000000000001
175,17.990000000000002
178,3.8200000000000003
179,4.36
180,1.6400000000000001
181,0.55
182,17.44
183,4.37
185,3.8200000000000003
186,7.630000000000001
187,13.090000000000002
188,1.09
189,4.36
192,29.830000000000002
193,2.18
194,9.81
195,1.6400000000000001
199,15.66
203,12.540000000000001
204,2.18
206,4.36
209,14.17
213,5.45
214,2.18
215,5.449999999999999
217,6.29
218,12.99
219,2.18
220,10.36
223,14.72
224,1.09
225,2.18
226,12.540000000000001
230,9.86
231,6.29
232,9.27
239,16.35
242,0.55
243,17.990000000000002
244,2.72
245,6.58
246,16.1
249,11.99
252,0.55
253,4.9
254,5.46
255,15.17
256,12.13
258,19.28
259,13.08
260,6.29
261,6.0
263,23.44
264,1.09
265,3.8200000000000003
266,12.99
268,12.54
270,14.08
272,7.63
275,37.27
276,23.19
281,4.36
282,11.99
286,0.55
288,2.18
289,10.899999999999999
290,2.18
292,12.99
296,4.36
298,6.550000000000001
299,21.17
302,6.0
303,1.6300000000000001
305,9.850000000000001
306,10.26
307,3.27
309,2.9699999999999998
311,5.45
314,4.36
315,3.2700000000000005
317,6.0
318,13.629999999999999
319,6.0
321,5.36
323,1.19
325,11.9
326,11.4
331,7.14
332,8.97
335,2.38
337,2.38
341,10.85
347,5.35
348,4.16
351,10.99
353,14.56
354,5.359999999999999
355,5.49
357,3.57
358,5.949999999999999
360,9.06
361,7.75
362,9.06
367,2.38
368,8.33
374,14.27
376,2.98
380,3.57
381,1.19
382,6.55
383,12.58
384,2.38
385,24.6
386,36.89
387,9.99
388,3.57
389,25.47
390,2.38
391,7.14
393,10.709999999999999
395,1.19
396,11.899999999999999
397,0.6
399,1.98
400,7.67
401,9.44
404,15.73
405,2.36
406,2.95
407,7.08
410,1.18
411,2.95
412,5.9
414,2.95
416,9.44
417,2.96
419,14.159999999999998
422,5.8999999999999995
423,4.72
424,14.159999999999998
427,9.44
431,12.98
432,8.26
436,11.209999999999999
437,2.36
439,11.209999999999999
440,5.35
443,13.99
444,15.469999999999999
446,13.09
448,5.949999999999999
452,8.33
454,1.5
456,8.0
458,2.0
459,6.0
460,15.0
462,4.0
463,1.5
465,2.0
466,11.0
467,2.0
469,5.0
470,6.0
472,5.0
473,6.0
474,2.0
475,23.990000000000002
476,2.0
480,5.0
481,6.0
483,3.0
486,3.0
487,4.5
489,6.0
491,5.0
492,6.29
494,4.0
496,7.5
498,2.0
499,3.0
503,18.490000000000002
505,3.0
510,11.99
513,15.9
516,6.0
518,3.0
522,18.27
523,1.08
524,5.52
525,1.0
528,7.83
529,1.38
530,3.0
532,9.0
534,1.7599999999999998
535,12.36
540,14.99
543,19.990000000000002
544,7.0
546,5.0
547,8.0
548,6.29
550,7.0
552,3.0
554,3.0
555,7.0
556,5.5
557,5.18
558,13.07
559,26.61
561,11.0
563,15.98
564,2.19
565,9.04
566,5.09
567,13.0
568,1.5
571,6.29
573,6.79
574,6.1899999999999995
575,31.86
576,1.0
578,7.77
579,4.5
580,0.79
581,4.0
583,3.0
585,18.65
586,3.58
587,1.58
588,14.48
589,5.08
590,6.0
591,11.58
595,0.69
596,6.5
600,11.12
602,21.490000000000002
603,13.49
605,8.57
606,1.5
607,8.379999999999999
609,14.59
610,6.6899999999999995
613,27.39
614,15.0
615,22.94
616,1.0
617,4.0
618,5.99
620,10.0
622,4.0
623,50.17
625,11.51
626,6.0
627,7.5
628,4.0
630,5.0
631,4.77
633,5.5
634,26.22
635,17.060000000000002
636,14.18
638,3.0
639,2.09
641,22.54
645,3.0
646,7.0
648,16.18
649,8.32
650,6.0
653,4.0
654,4.16
656,18.66
657,12.99
658,10.09
659,1.38
660,2.0
661,5.09
662,2.76
663,7.0
664,3.4499999999999997
665,12.0
668,1.0
670,17.490000000000002
671,11.99
672,8.28
674,2.38
675,9.0
676,4.0
677,10.46
678,11.99
680,3.0
681,2.59
682,10.16
683,8.96
685,2.19
687,6.76
688,0.85
690,12.4
691,10.969999999999999
692,2.07
693,27.83
694,8.14
697,10.0
698,1.38
700,12.0
701,13.19
702,1.69
703,12.0
704,13.42
705,3.69
708,5.7
