,household_key,age_45_plus,income_50K_plus,single_couple_family,has_kids,single,couple,r_score,f_score,m_score,rfm_score,rfm_bins,alcohol,beverages,concessions,dairy,drug,garden,grain_goods,grocery,home_family,junk_food,kitchen,meat,misc,produce,seasonal,total_sales
273,808,1,1,3,1,0,0,4,5,3,12,3,0.0,43.78,80.14,230.62,42.67,0.0,194.47,103.33,244.53,457.22,1.99,248.28,165.66,212.68,1.98,2027.3500000000004
274,816,0,1,1,0,1,0,4,3,4,11,3,152.2,202.52,57.410000000000004,176.71,83.8,15.67,330.36,147.09,644.52,231.07,29.450000000000003,480.81,241.98000000000002,180.06,1.49,2975.1399999999994
275,817,0,1,3,1,0,0,5,5,5,15,5,15.97,231.85,66.44,1562.59,94.6,3.98,715.86,129.7,296.1,309.6,0.0,581.72,304.35,474.28000000000003,2.24,4789.28
276,823,0,1,3,1,0,0,5,4,3,12,3,278.92,104.68,117.6,83.71000000000001,17.55,3.99,123.47,103.82,234.59,298.87,0.0,441.3,145.24,239.97,32.97,2226.6799999999994
277,825,1,1,2,0,0,1,5,5,5,15,5,889.95,352.28000000000003,447.26,917.82,74.67,5.49,724.5600000000001,506.69,828.26,368.89,5.95,2187.21,626.23,1319.96,23.08,9278.300000000001
278,831,1,1,3,1,0,0,5,5,5,15,5,1030.13,589.0500000000001,99.61,687.71,260.8,7.28,781.59,325.68,1426.53,1064.64,1.99,1527.46,434.23,362.96,11.97,8611.63
279,840,0,1,3,1,0,0,5,5,5,15,5,130.64,448.77,235.31,427.31,481.45,129.21,737.5,245.07,3140.76,491.82,32.43,2171.54,750.58,1538.6200000000001,168.32,11129.330000000002
280,844,1,1,2,0,0,1,4,4,5,13,4,45.45,299.12,220.59,431.37,45.45,1.73,476.69,203.11,1212.73,339.88,6.49,976.17,319.06,556.1800000000001,9.97,5143.990000000001
281,845,0,1,1,0,1,0,5,4,5,14,4,339.54,215.44,24.72,348.12,174.61,44.72,298.78,170.8,722.22,839.51,28.130000000000003,698.24,338.12,307.76,45.44,4596.15
282,852,0,0,3,1,0,0,5,4,3,12,3,2.0,64.2,31.72,308.69,81.83,4.99,227.3,40.64,387.99,181.92000000000002,0.0,149.51,63.04,399.9,0.0,1943.73
283,853,0,1,1,0,1,0,5,5,5,15,5,6336.43,359.82,387.70000000000005,296.14,627.85,15.809999999999999,127.44,118.22,661.77,564.19,0.0,910.08,282.36,408.71,6.67,11103.19
284,856,1,0,1,0,1,0,5,5,5,15,5,0.0,234.35,31.16,468.59,163.21,3.99,380.74,440.6,586.68,322.91,54.019999999999996,979.52,370.83,459.88,1.98,4498.459999999999
285,857,1,0,3,1,0,0,5,2,4,11,3,64.18,252.04,101.49,332.11,42.63,5.38,411.14,125.78,660.27,896.83,0.0,723.0600000000001,200.31,225.59,0.0,4040.81
286,859,0,1,1,0,1,0,5,5,5,15,5,686.01,168.75,172.68,422.4,213.65,2.69,415.1,179.55,638.69,1193.8500000000001,14.57,1387.94,362.01,382.36,9.86,6250.110000000001
287,863,1,0,1,0,1,0,5,5,3,13,4,4.99,97.09,15.88,111.6,1.99,0.0,114.3,84.34,421.72,128.56,0.0,461.35,82.19,187.58,2.5,1714.0900000000001
288,864,0,0,1,0,1,0,5,4,5,14,4,248.77,231.94,123.0,729.0,239.65,23.97,389.31,321.09000000000003,441.97,771.14,9.67,2569.51,390.47,739.29,32.910000000000004,7261.6900000000005
289,865,0,1,3,1,0,0,4,2,3,9,3,42.23,70.91,0.0,117.4,15.39,0.0,163.94,68.9,30.12,189.25,0.0,797.63,107.89,209.06,0.0,1812.72
290,866,1,0,2,1,0,0,4,4,5,13,4,118.87,187.4,44.42,535.6,32.25,0.0,354.07,221.94,168.65,555.78,2.99,1761.47,252.57,351.47,0.99,4588.469999999999
291,867,1,1,1,0,1,0,5,4,4,13,4,148.74,132.79,53.870000000000005,981.36,240.41,5.68,343.04,189.54,536.11,294.49,1.99,543.74,276.43,535.11,4.68,4287.9800000000005
292,868,1,0,2,0,0,1,5,4,5,14,4,94.72,256.25,183.23,223.14,242.86,17.36,564.48,262.12,1166.0,866.4,13.98,656.95,407.12,494.91,14.97,5464.49
293,871,0,1,3,1,0,0,5,4,5,14,4,544.05,368.18,55.03,728.25,363.64,29.98,837.77,464.7,1849.95,1101.78,28.73,1467.52,762.6800000000001,1436.81,37.33,10076.4
294,875,0,0,3,1,0,0,4,3,2,9,3,11.98,48.52,32.97,190.1,22.02,0.0,145.18,190.16,72.47,197.55,0.0,206.15,122.85000000000001,182.36,0.0,1422.31
295,878,0,0,3,1,0,0,5,5,5,15,5,23.060000000000002,321.32,44.730000000000004,344.16,29.04,0.0,546.7,239.75,267.35,1334.13,1.79,1424.82,448.02,579.49,0.0,5604.360000000001
296,879,0,1,2,0,0,1,5,3,3,11,3,80.82,87.83,57.39,141.66,56.03,2.99,196.8,107.35,55.71,240.42000000000002,7.96,511.51,127.87,171.13,16.48,1861.9500000000003
297,882,1,1,2,0,0,1,5,5,4,14,4,82.53,270.27,113.44,724.27,96.57000000000001,0.0,493.37,155.92000000000002,137.79,773.16,0.0,788.78,366.66,337.06,0.99,4340.8099999999995
298,883,0,0,2,0,0,1,5,5,5,15,5,299.15000000000003,330.69,85.28,1874.5,199.03,35.63,412.48,653.15,632.81,938.08,51.96,1603.63,246.46,1009.26,3.98,8376.09
299,886,0,1,2,0,0,1,5,5,4,14,4,50.160000000000004,48.11,804.83,166.5,482.35,1.99,157.12,86.14,369.33,472.42,4.98,678.08,351.81,172.91,31.939999999999998,3878.67
300,888,0,1,3,1,0,0,5,3,5,13,4,61.93,554.57,110.59,880.1,132.32,11.66,773.13,307.79,2008.31,922.6,2.87,1248.08,375.06,833.9,0.0,8222.91
301,889,0,1,3,1,0,0,5,4,5,14,4,63.7,610.97,147.41,1217.68,87.88,0.0,693.74,452.86,1606.16,912.57,14.95,1777.48,685.49,1372.23,8.96,9652.079999999998
302,895,1,1,1,0,1,0,4,5,5,14,4,586.4399999999999,669.82,318.75,675.04,317.14,40.97,221.24,102.17,614.91,1647.54,62.849999999999994,448.82,281.97,641.57,8.0,6637.23
303,898,1,1,2,0,0,1,5,5,5,15,5,522.42,215.12,199.53,920.71,133.99,2.99,521.09,238.11,503.73,464.63,60.71,1278.05,210.83,1339.16,26.96,6638.03
304,900,0,0,2,0,0,1,5,5,5,15,5,1993.1200000000001,1050.64,345.17,701.05,983.69,84.83,645.0,654.23,1697.17,1225.3500000000001,2.23,2014.64,605.3,816.07,81.11,12899.599999999999
305,903,0,0,1,0,1,0,5,3,4,12,3,622.72,158.07,36.9,231.3,99.93,16.99,148.75,153.95000000000002,324.57,56.82,7.2700000000000005,506.09,134.65,362.59,0.0,2860.6000000000004
306,906,1,0,2,0,1,0,5,5,5,15,5,0.0,812.73,82.85,283.86,57.410000000000004,0.0,170.5,77.17999999999999,205.78,578.02,0.0,1426.41,273.66,906.7,0.0,4875.099999999999
307,908,1,1,3,1,0,0,5,5,5,15,5,48.58,210.92000000000002,48.33,743.23,111.77,0.0,467.3,509.56,398.71,466.4,2.99,1690.3600000000001,283.42,482.47,1.0,5465.04
308,911,0,1,2,0,0,1,4,3,4,11,3,66.43,56.49,23.43,399.63,127.24,0.0,205.7,245.24,326.08,184.55,47.94,829.59,254.1,649.51,0.0,3415.9300000000003
309,914,1,0,2,0,0,1,5,3,3,11,3,0.0,106.77,18.43,86.88000000000001,0.0,0.0,103.36,107.5,185.0,139.83,19.47,524.27,163.71,280.26,20.97,1756.4500000000003
310,915,1,0,1,0,1,0,5,4,2,11,3,30.7,39.96,4.49,139.4,3.38,0.0,215.35999999999999,30.07,48.06,53.83,0.0,150.11,105.51,133.39,0.0,954.26
311,920,1,0,3,1,0,0,5,5,5,15,5,303.82,210.95,187.95,701.54,229.87,0.0,695.13,204.68,896.75,683.25,22.98,797.68,286.42,261.09000000000003,0.0,5482.110000000001
312,922,1,0,1,0,1,0,4,4,4,12,3,234.43,127.46,61.510000000000005,392.34000000000003,98.1,0.0,264.15,301.29,246.8,147.3,8.99,329.77,102.88,370.38,10.0,2695.4
313,926,0,0,2,0,0,1,5,5,5,15,5,54.95,185.29,181.59,639.76,267.99,1.99,393.14,401.61,484.03000000000003,194.2,7.98,836.69,426.65,761.87,9.83,4847.570000000001
314,929,1,0,2,1,0,0,5,5,4,14,4,11.32,181.68,120.06,464.74,50.800000000000004,0.0,239.32,227.57999999999998,502.71000000000004,822.7,0.0,1273.83,179.27,341.19,18.950000000000003,4434.15
315,932,0,0,2,0,0,1,4,5,5,14,4,39.32,276.61,36.44,212.14000000000001,71.69,1.99,399.85,179.07,1027.96,969.1,0.0,1154.5,240.04,616.08,19.96,5244.75
316,934,1,0,1,0,1,0,5,5,5,15,5,378.17,425.77,81.49000000000001,1085.4,119.02000000000001,26.96,1016.52,426.52,743.47,943.82,9.47,2839.19,731.46,1334.88,20.29,10182.430000000004
317,939,1,1,2,0,0,1,5,5,5,15,5,123.25,286.92,199.42,440.32,197.69,0.0,436.42,242.4,429.86,914.39,0.33,1024.65,152.26,391.49,34.7,4874.099999999999
318,941,0,1,2,0,0,1,5,4,3,12,3,45.74,95.86,129.18,117.39,117.12,10.57,87.69,103.36,427.87,250.69,18.97,241.67000000000002,117.64,143.74,6.99,1914.4800000000002
319,946,0,0,1,0,1,0,5,4,3,12,3,4.99,140.22,0.0,229.5,30.98,0.0,259.97,74.66,223.97,240.10999999999999,3.48,574.84,146.32,384.78000000000003,0.0,2313.82
320,947,1,0,1,0,1,0,5,5,3,13,4,546.35,16.19,18.96,36.35,35.21,0.0,91.15,63.58,266.41,96.06,0.0,492.03000000000003,73.71,137.22,0.0,1873.2200000000003
321,949,0,1,2,0,0,1,5,4,5,14,4,0.0,472.63,32.83,566.08,48.68,0.0,436.04,284.8,454.14,771.64,0.0,678.4,347.05,534.51,7.130000000000001,4633.93
322,955,0,0,1,0,1,0,5,5,4,14,4,27.14,276.43,7.970000000000001,203.49,6.46,0.0,389.7,204.93,254.2,573.75,0.0,868.09,265.51,520.58,0.0,3598.25
323,956,1,1,2,0,0,1,5,5,5,15,5,11.07,154.74,336.89,435.11,158.44,7.78,795.92,302.63,766.26,727.04,2.0,2168.98,535.47,438.73,54.44,6895.500000000001
324,960,0,1,3,1,0,0,4,4,3,11,3,230.24,257.51,210.75,364.14,30.459999999999997,3.5,124.35000000000001,112.22,169.84,227.22000000000003,0.0,141.66,116.25,107.96000000000001,0.0,2096.1
325,968,0,0,2,1,0,0,5,5,5,15,5,1358.2,326.65,70.24,674.77,141.03,0.0,453.17,353.53000000000003,777.35,1226.97,14.73,1960.21,563.93,674.14,12.97,8607.89
326,971,0,0,3,1,0,0,5,4,4,13,4,468.46,197.25,91.95,262.06,60.480000000000004,1.59,308.86,156.93,352.1,342.74,0.0,675.86,115.97,426.52,6.49,3467.2599999999998
327,973,0,1,3,1,0,0,4,3,5,12,3,14.99,431.17,109.85000000000001,686.74,640.95,11.56,1412.29,3728.1,1488.81,774.03,11.46,1712.51,567.45,1157.27,28.060000000000002,12775.24
328,976,0,1,3,1,0,0,5,3,5,13,4,210.88,320.12,224.08,649.19,188.04,15.98,515.11,367.52,655.72,602.5600000000001,28.49,933.53,365.17,954.74,34.769999999999996,6065.900000000001
329,979,0,0,2,1,0,0,5,5,5,15,5,0.0,845.44,442.12,846.2,189.87,5.28,1249.05,1051.31,1295.4,661.92,5.32,2540.21,678.91,963.98,17.980000000000004,10792.989999999998
330,981,1,0,2,0,1,0,4,2,2,8,2,10.31,83.51,30.58,64.55,0.0,0.0,183.03,73.87,87.06,227.49,4.8100000000000005,272.52,36.75,237.47,3.0,1314.95
331,982,1,0,3,1,0,0,5,5,5,15,5,264.13,1220.13,625.15,960.8100000000001,414.26,37.25,1289.92,665.65,2258.71,1641.1100000000001,16.490000000000002,2572.79,762.09,1820.64,76.58,14625.710000000001
332,983,1,0,3,1,0,0,5,5,4,14,4,151.71,214.28,64.28999999999999,434.23,101.68,3.99,258.73,173.85,157.11,614.85,0.0,828.21,242.67000000000002,263.42,0.0,3509.02
333,986,0,0,1,0,1,0,4,3,3,10,3,219.27,5.76,3.7800000000000002,117.27,16.060000000000002,2.69,88.45,127.26,161.44,263.96,0.0,475.25,62.31,19.490000000000002,0.0,1562.99
334,992,1,0,3,1,0,0,5,3,2,10,3,107.51,29.21,6.94,33.87,19.240000000000002,3.99,23.41,75.50999999999999,111.93,104.82000000000001,2.49,49.47,28.97,71.01,0.0,668.3700000000001
335,993,1,1,3,1,0,0,5,4,4,13,4,56.75,440.90000000000003,29.71,389.58,20.580000000000002,0.0,354.74,47.11,150.55,424.97,0.0,510.57,167.91,430.75,1.49,3025.6099999999997
336,996,1,0,2,0,0,1,5,4,3,12,3,280.46999999999997,144.15,60.62,119.75,78.31,4.38,229.03,131.38,27.56,105.5,0.0,514.89,100.78,221.39000000000001,0.0,2018.21
337,997,1,1,1,0,1,0,5,3,4,12,3,284.23,454.53000000000003,37.370000000000005,367.25,54.42,16.560000000000002,307.68,169.78,855.71,315.96000000000004,12.17,644.91,144.03,139.87,0.0,3804.4700000000003
338,1001,1,1,1,0,1,0,5,3,4,12,3,17.5,118.68,16.43,161.3,205.47,0.0,215.17000000000002,63.01,720.34,1104.45,25.97,496.85,263.73,269.82,5.16,3683.88
339,1003,0,0,1,0,1,0,4,3,3,10,3,5.99,63.65,65.74000000000001,207.91,1.99,2.99,198.53,108.88,234.34,224.28,4.880000000000001,695.54,315.05,132.29,0.0,2262.06
340,1004,0,0,1,0,1,0,5,5,4,14,4,323.04,156.44,42.94,203.4,52.81,0.0,438.98,18.12,113.45,459.15000000000003,3.99,429.01,91.58,173.27,0.0,2506.18
341,1012,0,0,3,1,0,0,3,4,3,10,3,0.0,125.5,19.47,160.26,142.8,4.88,132.45,54.32,206.79,158.47,0.0,331.18,94.86,218.08,5.86,1654.9199999999998
342,1014,1,0,3,1,0,0,5,5,4,14,4,172.56,272.28000000000003,50.57,250.96,33.61,17.46,493.06,144.31,260.61,449.21,0.0,919.47,220.01,615.1,10.68,3909.8900000000003
343,1015,1,1,1,0,1,0,4,4,4,12,3,0.0,349.95,77.93,580.14,135.01999999999998,0.0,445.09000000000003,120.29,235.64000000000001,45.61,0.0,693.69,203.82,481.45,0.0,3368.63
344,1018,1,0,3,1,0,0,5,4,3,12,3,116.52,65.84,41.480000000000004,147.94,111.66,0.0,110.84,33.35,268.63,429.32,0.0,387.21,87.17,94.67,1.99,1896.6200000000003
345,1020,1,0,2,0,0,1,5,5,5,15,5,184.57,578.0600000000001,270.83,576.0600000000001,240.39000000000001,55.18,1064.5,377.55,1057.48,660.59,2.0,2210.9,453.92,1184.29,7.970000000000001,8924.289999999999
346,1021,0,1,3,1,0,0,5,4,3,12,3,38.44,113.92,71.75,124.43,50.82,0.0,281.65,76.12,161.15,516.29,0.0,242.75,255.0,152.31,1.49,2086.12
347,1024,0,0,3,1,0,0,5,4,5,14,4,622.32,166.25,22.39,706.99,184.85,0.0,525.12,522.92,377.09000000000003,1652.09,10.58,2527.0,701.22,841.73,7.470000000000001,8868.02
348,1031,0,1,2,0,0,1,2,5,4,11,3,4.66,243.35,64.31,200.49,180.34,0.0,349.59000000000003,124.75,323.64,504.01,20.28,495.12,111.45,335.71000000000004,0.0,2957.7
349,1038,1,0,1,0,1,0,5,5,3,13,4,17.07,85.78,13.96,88.3,27.9,0.0,170.5,43.36,58.6,261.25,0.0,568.42,101.51,124.41,0.0,1561.06
350,1040,0,1,1,0,1,0,5,5,5,15,5,674.94,75.09,155.84,207.67000000000002,200.91,3.18,365.26,210.51,1023.38,1125.04,3.9699999999999998,634.61,372.34000000000003,126.23,16.96,5195.929999999999
351,1041,0,0,1,0,1,0,5,5,5,15,5,324.55,202.93,26.94,505.61,89.96000000000001,3.79,607.11,242.72,559.54,1092.76,1.99,2425.3,473.7,533.13,4.290000000000001,7094.320000000001
352,1042,0,1,2,0,0,1,5,5,5,15,5,225.12,105.7,83.53,539.08,67.11,0.0,529.14,219.35,272.42,813.16,0.0,985.76,253.21,519.17,4.99,4617.74
353,1045,0,0,2,0,1,0,4,5,4,13,4,123.94,237.9,91.02000000000001,315.52,26.650000000000002,5.99,317.27,190.83,264.52,538.24,26.130000000000003,532.99,236.71,364.6,31.89,3304.2
354,1053,1,1,2,0,0,1,5,4,5,14,4,23.98,206.36,51.07,346.36,8.4,0.0,111.97,207.8,420.38,96.05,0.0,1206.78,654.85,1207.52,0.0,4541.52
355,1057,0,1,1,0,1,0,5,5,5,15,5,19.98,985.33,468.13,307.64,199.05,0.0,124.61,565.75,747.46,1247.24,6.39,117.92,1439.81,1386.45,0.0,7615.759999999999
356,1060,0,0,2,0,0,1,3,3,5,11,3,27.17,77.31,77.22,471.07,133.69,1.99,457.44,114.15,739.69,859.79,8.25,1231.73,166.48,336.85,0.0,4702.83
357,1062,1,0,2,0,0,1,5,5,2,12,3,0.0,124.03,0.0,255.28,5.99,9.99,126.09,41.300000000000004,31.89,221.59,0.0,275.58,92.24,45.57,0.0,1229.55
358,1066,0,0,2,0,0,1,5,5,4,14,4,0.0,364.32,17.27,216.27,194.31,0.0,332.42,134.8,306.16,267.57,0.0,576.5,114.05,558.92,0.0,3082.59
359,1069,0,0,2,0,0,1,4,2,4,10,3,17.770000000000003,214.23,13.68,532.33,55.52,9.99,130.71,108.13,836.86,111.4,0.0,844.62,47.8,231.94,13.72,3168.7000000000003
360,1070,0,1,2,0,0,1,5,4,4,13,4,18.37,204.78,216.04,395.44,122.79,6.53,369.92,180.6,225.91,457.18,23.91,488.09000000000003,365.1,561.88,25.869999999999997,3662.41
361,1074,1,0,3,1,0,0,5,4,5,14,4,207.91,248.85,61.43,1156.05,78.17,0.0,672.21,347.48,365.69,1569.7,0.0,1525.22,525.23,631.12,30.160000000000004,7419.22
362,1076,0,0,2,0,0,1,4,3,3,10,3,356.23,97.51,28.1,74.36,47.7,1.99,147.05,58.99,348.11,280.54,0.0,486.98,107.60000000000001,125.28,1.0,2161.44
363,1081,1,1,2,0,0,1,4,4,5,13,4,26.05,418.34000000000003,246.27,724.48,256.5,5.98,414.18,388.94,2072.29,496.25,52.940000000000005,2738.92,879.51,1116.03,55.14,9891.82
364,1082,1,0,1,0,1,0,5,4,3,12,3,34.44,51.78,11.76,279.63,6.470000000000001,0.0,132.46,46.17,99.38,370.02,0.0,432.34,95.29,155.48,0.0,1715.22
365,1084,0,0,3,1,0,0,5,5,3,13,4,0.0,142.6,16.23,49.660000000000004,154.39000000000001,0.0,134.56,174.03,472.6,125.58000000000001,0.0,683.46,95.07,174.8,0.0,2222.9800000000005
366,1091,1,1,2,0,0,1,3,4,4,11,3,174.4,124.35000000000001,33.04,162.65,143.11,2.69,344.2,280.09000000000003,621.14,581.65,14.47,818.72,189.66,338.7,0.0,3828.87
367,1094,1,1,3,1,0,0,5,3,5,13,4,80.01,189.78,148.68,528.32,8.17,0.0,463.18,416.67,321.79,527.54,10.98,2004.78,390.76,565.33,1.99,5657.9800000000005
368,1103,0,1,3,1,0,0,5,5,5,15,5,9.48,146.0,107.18,384.73,464.8,21.98,733.94,152.04,1140.8700000000001,369.44,0.0,870.67,369.0,184.27,46.45,5000.85
369,1113,1,1,3,1,0,0,5,5,4,14,4,271.99,308.46,9.79,505.31,68.69,0.0,374.13,238.64,174.49,287.19,7.5,450.1,445.06,530.39,3.0,3674.7399999999993
370,1120,0,0,3,1,0,0,4,3,3,10,3,187.49,194.04,2.49,75.65,17.94,0.0,130.27,68.33,110.04,175.14000000000001,9.98,241.25,126.63,157.51,0.0,1496.76
371,1123,1,0,2,0,1,0,3,3,4,10,3,375.2,87.93,57.32,72.88,305.84999999999997,0.0,272.04,143.99,295.28000000000003,290.64,0.0,571.04,277.14,246.21,0.0,2995.52
372,1128,0,1,3,1,0,0,4,5,4,13,4,26.45,117.15,53.88,253.79,83.87,13.66,229.22,221.68,408.35,246.4,0.0,378.16,207.68,264.77,2.98,2508.0400000000004
373,1130,1,0,3,1,0,0,5,5,5,15,5,269.78,343.32,47.43,359.99,130.32,6.970000000000001,442.8,187.47,637.46,534.23,6.99,1435.91,360.38,672.0600000000001,3.99,5439.1
374,1131,1,1,3,1,0,0,4,4,4,12,3,213.36,149.62,81.52,143.64,79.36,13.79,122.92,132.56,508.81,227.92,1.99,628.34,196.56,233.28,18.46,2752.13
375,1135,1,1,2,0,0,0,5,3,2,10,3,62.44,55.2,2.29,105.17999999999999,7.53,1.99,67.72,24.94,36.6,68.33,0.0,169.66,35.43,43.980000000000004,2.69,683.98
376,1137,1,0,1,0,1,0,5,4,3,12,3,0.0,148.38,0.0,106.72,842.04,0.0,213.78,13.72,45.88,163.72,0.0,179.7,39.14,164.97,0.0,1918.0500000000002
377,1138,0,0,2,0,0,1,5,5,4,14,4,375.6,262.21,299.22,58.32,83.32,0.0,149.28,66.3,218.41,1396.67,1.99,842.99,231.46,73.61,3.6799999999999997,4063.0599999999995
378,1142,1,1,2,0,0,1,5,5,5,15,5,2952.36,325.64,983.6,568.61,290.65,63.95,664.27,197.45,1590.57,752.36,23.76,2182.11,459.01,1312.7,18.97,12386.01
379,1146,0,0,3,1,0,0,5,5,5,15,5,40.16,526.83,30.91,606.42,8.47,0.0,785.17,497.25,1300.11,565.36,0.0,1896.48,511.62,685.31,3.9800000000000004,7458.07
380,1147,0,0,2,0,0,1,5,2,4,11,3,2.19,156.54,0.0,434.3,7.99,15.95,474.05,242.63,104.74,939.46,0.0,965.05,204.09,210.83,0.0,3757.8200000000006
381,1151,1,0,1,0,1,0,5,5,4,14,4,10.79,205.17000000000002,5.99,175.08,20.95,0.0,343.73,130.6,640.15,114.69,0.0,731.45,95.66,174.15,0.0,2648.4100000000003
382,1154,1,0,2,0,0,0,5,4,4,13,4,163.57,68.88,105.1,338.3,86.38,3.99,336.72,147.74,1135.99,331.48,16.35,625.0,120.93,166.17,10.96,3657.56
383,1158,1,0,2,0,0,1,5,5,4,14,4,49.17,83.0,143.28,115.7,36.52,0.0,140.56,90.94,159.25,813.2,0.0,688.98,81.59,163.51,0.0,2565.7000000000007
384,1159,1,0,2,0,0,1,5,5,4,14,4,18.98,109.78,34.94,77.16,268.52,7.370000000000001,439.25,848.8000000000001,429.74,729.85,49.22,91.95,289.8,551.01,3.4699999999999998,3949.8399999999997
385,1160,1,0,1,0,1,0,5,4,4,13,4,27.73,169.5,2.49,482.59,21.630000000000003,0.0,290.69,233.66,164.94,286.63,0.0,1262.49,355.84000000000003,456.26,0.0,3754.4500000000007
386,1163,0,0,1,0,1,0,4,4,4,12,3,59.75,174.49,149.48000000000002,356.52,90.55,0.0,458.15,126.06,384.36,197.3,8.97,764.9,272.87,389.47,170.69,3603.56
387,1164,0,0,1,0,1,0,4,4,4,12,3,205.19,185.87,272.07,474.29,87.4,9.99,483.96,406.27000000000004,986.52,256.39,33.620000000000005,36.17,197.88,450.7,1.99,4088.31
388,1166,1,1,3,1,0,0,5,5,5,15,5,409.35,285.07,151.67000000000002,796.1,824.26,6.95,1048.13,257.1,1806.8,641.71,5.97,1298.97,560.88,744.5,0.0,8837.46
389,1167,0,1,3,1,0,0,5,4,5,14,4,38.45,212.34,282.91,625.8,308.48,22.14,753.9300000000001,332.62,768.13,523.28,26.450000000000003,724.15,507.58,695.04,54.760000000000005,5876.0599999999995
390,1169,0,0,2,0,0,1,5,4,5,14,4,63.13,362.2,19.44,265.18,22.51,0.0,338.27,158.88,194.48000000000002,520.86,0.0,2209.7400000000002,281.52,404.04,2.99,4843.240000000001
391,1172,0,1,1,0,1,0,5,5,4,14,4,1077.37,241.93,108.27,278.41,81.05,20.97,142.59,201.25,741.06,133.47,0.0,603.39,155.15,277.56,3.5,4065.97
392,1174,0,0,3,1,0,0,5,4,3,12,3,40.39,170.89,56.4,191.58,59.99,0.0,223.86,79.94,169.77,215.87,0.0,578.21,149.62,208.95,2.6799999999999997,2148.1499999999996
393,1175,0,1,2,0,1,0,5,4,5,14,4,498.04,499.34000000000003,122.62,498.68,54.61,3.99,537.41,603.41,788.4,404.36,3.99,806.46,470.86,407.28000000000003,0.0,5699.449999999999
394,1178,1,0,1,0,1,0,5,5,4,14,4,405.38,82.19,19.54,720.3100000000001,150.3,3.49,258.3,158.11,603.59,569.53,18.47,484.07,164.6,241.28,12.47,3891.6299999999997
395,1179,0,1,2,0,0,1,5,5,5,15,5,0.0,162.55,326.44,919.82,296.51,71.92,764.45,502.23,617.84,613.3100000000001,5.98,2217.42,579.96,584.38,292.34999999999997,7955.160000000001
396,1186,1,1,3,1,0,0,5,3,5,13,4,272.2,155.61,135.94,286.23,152.55,5.78,381.86,332.33,1002.88,402.54,9.98,678.78,390.94,1067.47,4.98,5280.07
397,1188,1,0,1,0,1,0,5,5,4,14,4,283.51,254.67,16.630000000000003,368.7,47.84,0.0,214.17,110.83,374.44,816.83,3.19,666.71,207.9,323.84,1.95,3691.21
398,1190,0,0,2,0,0,1,5,5,4,14,4,86.38,121.34,131.65,299.32,139.20000000000002,1.99,212.88,99.51,347.29,438.83,11.89,309.82,201.45,257.68,28.21,2687.44
399,1197,0,1,2,0,0,1,5,4,5,14,4,41.51,236.99,216.32,476.48,245.49,4.49,673.46,364.47,1418.1200000000001,674.9300000000001,5.99,1295.97,403.40000000000003,498.81,13.98,6570.41
400,1218,1,0,3,1,0,0,5,3,4,12,3,114.38,209.34,8.940000000000001,397.41,74.97,0.0,261.15,125.76,192.07,353.24,2.0,468.07,143.42,339.04,0.0,2689.79
401,1219,0,0,3,1,0,0,5,4,2,11,3,0.0,82.25,12.86,26.52,80.13,3.99,62.910000000000004,12.530000000000001,210.23,80.59,0.0,139.48,17.92,29.63,9.48,768.5200000000001
402,1222,1,0,1,0,1,0,4,5,5,14,4,444.46999999999997,167.93,52.3,439.14,45.31,29.970000000000002,506.53000000000003,165.33,648.2,1124.64,42.2,1202.41,209.49,464.59000000000003,35.790000000000006,5578.299999999999
403,1226,0,0,3,1,0,0,5,3,5,13,4,82.41,409.25,74.42,748.92,19.490000000000002,7.78,616.85,616.45,195.19,655.46,1.99,1495.69,370.7,929.63,13.23,6237.459999999999
404,1228,1,1,1,0,1,0,5,5,5,15,5,1151.95,540.86,162.56,706.95,241.19,105.85,726.12,462.08,1064.6,1131.18,41.11,2353.0,563.59,1193.53,285.15999999999997,10729.730000000001
405,1229,1,1,2,0,0,1,5,5,5,15,5,1170.04,530.5500000000001,656.62,1449.34,227.93,71.98,769.26,555.92,856.95,910.96,42.43,3399.78,752.65,2493.03,10.690000000000001,13898.130000000001
406,1234,1,0,2,0,0,1,5,4,5,14,4,22.46,167.47,45.78,515.76,319.91,4.98,441.3,371.08,848.01,812.38,53.46,802.32,599.22,384.95,16.48,5405.5599999999995
407,1236,0,1,3,1,0,0,4,5,4,13,4,549.07,88.23,14.45,348.31,72.73,0.0,339.97,172.77,335.23,760.57,3.38,792.6,215.74,278.8,9.98,3981.8300000000004
408,1240,1,0,2,0,0,1,5,5,5,15,5,407.27,333.59000000000003,178.92000000000002,935.1700000000001,209.04,0.0,620.5,922.98,1760.0,510.76,38.400000000000006,1687.26,485.5,1722.84,15.68,9827.91
409,1247,0,0,2,0,0,1,5,4,5,14,4,61.92,326.0,80.47,1211.91,10.96,0.0,764.4,446.33,16.21,457.75,0.0,1324.99,325.87,1442.6200000000001,3.7800000000000002,6473.21
410,1248,1,1,2,1,0,0,5,4,5,14,4,17.85,532.21,3.1799999999999997,499.54,210.83,7.98,533.08,184.97,2012.49,1210.78,9.51,1647.56,626.72,314.72,25.92,7837.34
411,1256,1,1,2,1,0,0,5,5,5,15,5,0.0,358.53000000000003,41.86,154.66,104.32000000000001,2.99,263.28000000000003,1053.58,651.1899999999999,266.14,1.49,909.74,122.92,797.67,2.49,4730.86
