,household_key,age_45_plus,income_50K_plus,single_couple_family,has_kids,single,couple,r_score,f_score,m_score,rfm_score,rfm_bins,alcohol,beverages,concessions,dairy,drug,garden,grain_goods,grocery,home_family,junk_food,kitchen,meat,misc,produce,seasonal,total_sales
132,386,0,0,1,0,1,0,5,5,4,14,4,85.82,147.91,30.42,483.38,50.19,0.0,408.15,263.17,154.79,730.26,0.75,1250.25,248.94,354.24,22.580000000000002,4230.85
133,387,0,1,1,0,1,0,5,4,5,14,4,1047.33,135.75,184.91,383.66,159.76,7.970000000000001,375.32,179.99,754.75,418.25,1.99,1250.6,344.66,392.05,45.78,5682.77
134,389,0,1,1,0,1,0,5,5,5,15,5,103.74000000000001,683.37,163.52,1465.31,167.23,0.0,945.99,955.36,998.41,1179.63,21.46,4374.97,520.78,2075.01,0.0,13654.78
135,390,1,0,1,0,1,0,4,4,3,11,3,142.42,109.77000000000001,50.120000000000005,86.79,25.46,0.0,179.4,20.7,128.67000000000002,238.12,0.0,279.42,198.32,72.41,25.45,1557.0500000000002
136,391,1,0,1,0,1,0,2,3,2,7,2,166.82999999999998,95.19,14.04,129.78,23.97,0.0,95.9,27.240000000000002,146.48,265.5,11.99,206.32,69.34,93.77,0.0,1346.35
137,392,0,1,3,1,0,0,4,4,5,13,4,838.74,541.07,369.54,949.01,112.77000000000001,0.0,541.69,759.85,2160.36,782.34,6.96,2482.87,381.1,1107.3,9.92,11043.52
138,395,0,0,1,0,1,0,5,3,2,10,3,55.13,23.43,0.0,49.22,4.84,21.29,88.91,32.07,27.740000000000002,198.46,0.0,95.1,76.77,43.83,0.0,716.7900000000001
139,400,0,1,3,1,0,0,5,5,5,15,5,1827.93,677.85,423.5,1203.2,345.33,26.979999999999997,1074.8,779.13,2877.71,2411.83,68.84,2581.58,645.52,1225.84,94.64,16264.68
140,404,0,0,2,0,0,0,5,5,5,15,5,1640.6100000000001,229.53,73.36,397.89,113.48,70.28,204.5,320.36,411.07,222.73,6.49,398.68,212.98,478.93,5.970000000000001,4786.860000000001
141,409,0,0,2,0,0,1,5,4,4,13,4,37.95,139.07,24.27,371.81,75.58,20.55,337.69,113.55,466.94,371.92,1.99,663.86,287.42,511.6,1.98,3426.1800000000003
142,410,1,0,3,1,0,0,4,4,2,10,3,0.0,47.86,17.95,59.79,14.34,0.0,101.16,24.6,84.76,68.61,0.0,510.43,37.01,73.63,0.99,1041.1299999999999
143,411,0,0,2,0,0,1,5,5,5,15,5,54.230000000000004,441.33,12.07,485.62,121.52000000000001,0.0,497.31,221.21,728.32,835.33,25.12,1292.29,589.43,813.42,23.16,6140.360000000001
144,412,1,0,2,0,1,0,4,4,3,11,3,15.96,246.7,9.17,330.23,30.400000000000002,0.0,262.07,213.18,135.0,110.4,0.0,444.23,97.59,317.87,0.0,2212.8
145,413,1,1,1,0,1,0,5,5,4,14,4,15.99,329.86,179.1,472.3,104.33,8.97,655.7,489.32,357.85,426.73,17.98,595.13,153.2,528.76,13.65,4348.87
146,417,1,0,2,0,1,0,5,3,4,12,3,57.47,161.77,40.63,270.28,44.35,0.0,300.7,85.8,424.37,262.34,34.980000000000004,514.03,251.15,542.29,22.8,3012.96
147,418,0,0,3,1,0,0,4,5,5,14,4,318.8,375.17,100.75,754.14,169.77,3.99,465.93,291.04,924.47,557.07,15.98,952.82,481.63,516.55,9.99,5938.1
148,426,1,1,2,0,0,1,5,5,5,15,5,0.0,568.01,100.43,578.96,123.62,0.0,557.34,452.57,398.42,282.17,0.0,1130.39,265.73,928.2,0.0,5385.840000000001
149,428,0,1,2,0,0,1,4,3,4,11,3,100.01,318.37,20.22,351.95,10.06,0.0,233.4,205.85,55.97,751.07,0.0,605.26,152.05,231.09,4.0,3039.3
150,432,0,0,1,0,1,0,5,5,4,14,4,397.17,81.86,147.71,105.68,60.25,1.59,181.63,102.51,271.31,319.44,35.96,785.39,185.24,204.06,4.18,2883.9799999999996
151,434,0,0,3,1,0,0,5,4,4,13,4,31.27,247.42,54.42,128.05,216.66,5.48,481.83,199.08,667.78,205.54,6.99,867.24,337.27,227.11,2.49,3678.63
152,437,0,1,3,1,0,0,5,3,5,13,4,296.44,157.5,116.18,244.63,82.57,1.99,316.26,224.86,1438.71,467.85,9.68,758.98,189.79,244.4,0.0,4549.839999999999
153,438,0,1,2,0,0,1,5,3,5,13,4,62.24,203.15,66.56,245.82,73.3,1.99,465.82,73.72,965.39,504.57,0.0,776.93,439.77,557.27,19.99,4456.5199999999995
154,441,1,1,1,0,1,0,4,3,3,10,3,329.63,314.69,28.39,118.05,8.47,0.0,88.86,126.55000000000001,103.01,152.96,0.0,580.69,140.72,372.52,0.0,2364.54
155,442,0,0,2,1,0,0,5,5,4,14,4,43.45,138.82,14.82,263.83,42.19,6.32,167.35,83.45,478.87,253.77,4.49,394.54,185.44,416.44,84.61,2578.39
156,443,1,0,2,0,0,1,5,4,4,13,4,0.0,141.16,13.3,571.65,7.6899999999999995,0.0,402.21999999999997,83.14,40.81,286.9,8.97,501.76,185.36,335.98,1.25,2580.19
157,451,0,0,2,0,0,1,5,4,3,12,3,506.15000000000003,44.2,22.36,49.29,12.07,6.77,146.82,24.9,223.35,78.53,2.0,498.24,100.71000000000001,270.99,12.68,1999.0600000000002
158,454,1,0,1,0,1,0,5,5,5,15,5,263.25,327.95,124.99,902.83,60.36,3.5,560.02,357.47,282.56,1194.65,4.99,2138.2,410.67,838.37,4.73,7474.539999999999
159,456,0,1,2,0,0,1,5,3,5,13,4,457.51,72.41,47.86,287.3,164.7,50.31,329.89,519.89,1443.3,768.07,36.11,729.32,272.03000000000003,308.68,9.27,5496.65
160,458,1,0,2,0,1,0,5,4,3,12,3,0.0,123.18,12.99,268.61,5.03,3.5,190.4,70.79,101.97,129.8,0.75,380.62,134.9,161.53,1.99,1586.06
161,460,1,0,1,0,1,0,5,4,1,10,3,0.0,66.34,15.49,20.400000000000002,56.92,0.0,71.87,65.29,42.54,59.34,0.0,46.54,50.05,105.17,0.0,599.95
162,462,1,1,1,0,1,0,5,3,2,10,3,14.98,71.41,0.0,226.94,43.230000000000004,3.49,185.49,53.43,40.09,184.76,0.0,254.12,107.26,165.6,4.98,1355.78
163,464,1,1,2,0,0,1,5,5,4,14,4,0.0,135.46,2.98,327.96999999999997,26.62,0.0,426.6,145.17000000000002,534.7,337.54,1.0,665.82,316.44,289.97,1.79,3212.0600000000004
164,469,1,1,1,0,1,0,4,4,5,13,4,334.02,331.15000000000003,202.17000000000002,604.0600000000001,288.89,5.98,520.71,273.8,660.75,783.52,0.0,885.95,512.9,1152.69,12.46,6569.05
165,473,1,1,1,0,1,0,4,2,3,9,3,44.47,153.78,1.99,399.1,14.95,3.99,324.05,73.89,95.11,223.53,0.0,555.53,194.84,256.67,0.0,2341.9
166,483,1,0,1,0,1,0,5,4,4,13,4,19.67,131.47,0.0,269.4,15.67,9.97,237.28,146.72,376.19,383.3,7.38,573.41,193.29,67.83,44.480000000000004,2476.06
167,484,0,0,2,0,0,1,5,4,4,13,4,589.36,55.24,35.2,86.76,57.96,0.0,205.45,153.01,296.45,265.45,0.0,647.09,81.28999999999999,317.03000000000003,2.24,2792.53
168,485,0,0,1,0,1,0,5,4,4,13,4,3.74,270.05,76.47,442.52,22.73,2.99,325.48,88.67,64.09,639.94,0.0,1302.37,225.60999999999999,359.74,3.49,3827.8900000000003
169,489,1,1,1,0,1,0,5,5,5,15,5,253.55,302.09000000000003,368.6,356.89,270.44,8.99,305.15,427.05,318.82,283.92,0.0,831.92,192.07999999999998,583.14,0.0,4502.64
170,490,0,1,3,1,0,0,4,3,4,11,3,129.17000000000002,150.96,14.92,175.96,52.53,0.0,302.95,130.57,277.87,1074.34,3.0,592.0,375.89,268.8,16.96,3565.9199999999996
171,491,1,1,2,0,1,0,4,3,4,11,3,12.579999999999998,98.7,61.93,189.86,616.88,3.99,419.22,143.20000000000002,774.2,241.25,8.99,531.34,200.17,390.44,0.99,3693.7400000000002
172,492,1,1,2,0,0,1,3,4,5,12,3,453.98,439.77,67.56,639.91,88.23,56.94,370.66,216.13,1037.3600000000001,852.76,0.0,907.2,382.54,498.27,1.99,6013.299999999999
173,493,1,1,1,0,1,0,5,5,4,14,4,90.76,192.55,14.58,267.23,201.84,0.0,478.19,349.56,409.07,414.06,11.16,1168.15,246.14000000000001,505.57,11.98,4360.839999999999
174,510,0,1,3,1,0,0,5,5,5,15,5,427.97,402.46,269.73,613.0,165.99,28.27,569.88,447.23,369.16,997.96,0.0,1296.45,511.53000000000003,810.51,13.96,6924.099999999999
175,513,1,1,2,0,0,1,5,4,5,14,4,2527.17,61.33,200.93,445.78,69.48,11.98,463.02,238.93,894.72,1317.51,1.99,2694.61,317.94,818.73,127.94,10192.060000000001
176,518,1,1,2,0,0,1,5,5,5,15,5,95.98,220.47,54.47,517.14,215.6,0.0,325.56,174.53,1031.85,588.05,4.49,954.76,323.9,339.26,20.64,4866.7
177,523,1,0,1,0,1,0,4,5,5,14,4,156.83,406.93,170.82,451.56,156.31,5.99,555.8100000000001,135.92000000000002,525.12,700.36,14.46,707.73,167.36,276.24,6.99,4438.429999999999
178,526,1,1,1,0,1,0,5,5,4,14,4,48.95,183.98000000000002,103.59,435.99,117.24000000000001,36.55,245.35,205.98,715.0600000000001,493.95,33.97,595.65,293.87,375.8,8.96,3894.89
179,527,1,1,1,0,1,0,5,4,4,13,4,110.55,12.95,54.489999999999995,590.19,300.3,0.0,294.56,36.63,287.56,1088.82,0.0,536.41,123.66,144.4,1.0,3581.52
180,534,1,0,1,0,1,0,5,5,2,12,3,11.26,104.5,8.98,70.98,79.94,0.0,158.39,63.5,99.57000000000001,140.97,0.0,214.66,87.13,154.26,0.0,1194.14
181,540,0,1,1,0,1,0,5,3,4,12,3,83.12,338.14,48.61,254.59,135.44,0.0,205.11,297.99,200.76,236.88,16.650000000000002,423.42,208.53,664.08,0.74,3114.0600000000004
182,542,0,0,1,0,1,0,4,4,3,11,3,100.1,143.89000000000001,4.13,230.49,28.11,5.970000000000001,237.79,85.38,153.83,255.89,0.0,326.88,86.59,127.03999999999999,3.6799999999999997,1789.77
183,543,0,0,3,1,0,0,5,4,4,13,4,661.29,43.92,29.98,29.66,12.27,9.29,24.85,67.68,746.05,152.07,0.0,1745.5,37.120000000000005,5.19,10.49,3575.359999999999
184,546,1,1,2,0,0,1,3,4,4,11,3,51.900000000000006,33.3,16.98,66.79,0.0,0.0,176.81,37.6,1023.34,461.49,1.99,757.98,63.86,94.53,0.0,2786.5700000000006
185,548,0,1,2,0,0,1,4,3,4,11,3,375.96,236.45000000000002,6.99,384.21,161.09,0.0,237.70000000000002,195.21,483.23,251.15,7.19,1081.65,93.71000000000001,531.5600000000001,4.19,4050.2900000000004
186,553,1,1,2,0,0,1,5,5,5,15,5,406.2,290.49,244.07,579.98,195.81,50.230000000000004,544.77,200.07,1298.21,1090.0,15.84,1027.25,597.37,428.25,38.35,7006.89
187,560,0,0,2,0,0,1,5,5,5,15,5,3.49,256.07,189.05,566.41,143.68,0.0,489.1,293.13,1127.29,490.02,13.540000000000001,756.25,393.88,504.59000000000003,4.98,5231.4800000000005
188,567,0,0,1,0,1,0,5,5,4,14,4,156.48000000000002,94.38,79.93,141.84,73.55,0.0,124.65,305.12,457.47,389.0,4.73,715.0,100.64,232.01,15.97,2890.77
189,569,0,1,3,1,0,0,5,4,5,14,4,243.55,208.77,256.62,420.90000000000003,101.39,9.97,721.08,988.7,1589.42,305.97,33.72,143.04,292.31,382.86,24.37,5722.670000000001
190,574,0,1,3,1,0,0,5,4,5,14,4,10.98,146.01,10.47,626.44,261.07,0.0,302.84,132.51,1696.49,1209.82,0.0,966.46,212.58,510.65,9.34,6095.66
191,575,0,1,1,0,1,0,5,5,5,15,5,362.36,857.5500000000001,292.35,748.98,237.73,0.0,723.26,244.69,2122.12,1396.89,55.120000000000005,1736.98,487.27,742.3,14.27,10021.87
192,576,1,0,2,0,1,0,4,5,4,13,4,184.26,137.53,94.07000000000001,423.47,161.71,0.0,220.51000000000002,95.12,348.54,394.6,3.98,405.79,174.25,512.94,12.67,3169.44
193,578,0,1,1,0,1,0,5,4,4,13,4,53.89,164.52,52.77,349.14,323.71000000000004,0.0,170.0,142.48,493.27,263.26,0.0,503.16,161.76,223.06,1.0,2902.02
194,582,1,1,3,1,0,0,5,4,5,14,4,1047.97,170.35,137.68,264.77,70.93,6.57,311.83,127.07,425.94,968.86,32.44,654.48,131.53,465.43,2.08,4817.93
195,583,0,0,1,0,1,0,4,5,4,13,4,69.34,82.67,220.71,264.63,56.11,18.46,155.23,70.74000000000001,498.08,572.16,0.0,499.93,215.74,100.41,9.99,2834.2
196,586,0,0,3,1,0,0,5,5,5,15,5,33.83,244.75,12.83,392.96,130.15,4.99,424.13,220.9,971.38,656.78,3.99,1266.94,153.03,323.84,0.0,4840.499999999999
197,588,0,1,3,1,0,0,5,5,5,15,5,243.51,289.94,257.53,474.37,188.13,6.07,727.97,220.6,1905.54,761.75,6.48,1223.89,549.45,826.21,10.940000000000001,7692.379999999999
198,593,0,0,1,0,1,0,4,3,1,8,2,4.99,19.73,26.439999999999998,90.21,1.0,1.79,55.44,9.91,114.05,57.63,0.0,51.85,78.61,93.33,0.0,604.98
199,595,0,0,3,1,0,0,4,5,3,12,3,0.0,120.88,21.91,146.79,30.990000000000002,0.0,226.67000000000002,111.11,394.81,338.93,6.49,459.41,214.59,140.85,4.98,2218.4100000000003
200,596,1,0,3,1,0,0,4,4,4,12,3,282.93,216.55,5.96,68.74,49.65,2.99,128.67,43.42,103.24000000000001,476.49,14.98,891.43,161.9,271.92,3.58,2722.45
201,597,0,0,2,1,0,0,5,4,4,13,4,63.94,319.14,12.760000000000002,220.75,45.97,0.0,401.04,153.29,273.89,393.36,4.78,832.6,412.77,484.46,24.46,3643.21
202,598,0,0,1,0,1,0,5,5,4,14,4,55.49,404.65000000000003,58.260000000000005,393.15,35.84,0.0,176.64000000000001,41.07,179.92000000000002,218.48,0.0,716.84,184.3,331.37,6.77,2802.78
203,601,0,1,3,1,0,0,4,3,4,11,3,4.99,321.8,63.96,435.7,105.72,0.0,566.48,205.14000000000001,267.48,653.66,4.99,838.96,270.8,372.63,0.0,4112.31
204,605,0,1,3,1,0,0,5,4,5,14,4,56.43,108.84,157.09,326.96,264.9,0.0,377.43,271.6,1034.61,916.21,13.99,590.43,287.17,321.63,3.2700000000000005,4730.56
205,606,1,0,1,0,1,0,5,3,4,12,3,101.82000000000001,91.42,75.5,219.18,74.03,2.99,392.71,92.67,426.84000000000003,331.93,14.700000000000001,437.7,228.42000000000002,465.26,11.98,2967.15
206,607,1,1,1,0,1,0,5,5,3,13,4,69.81,185.15,7.45,403.79,111.5,0.0,277.7,182.35,141.74,174.17,0.0,560.1,105.59,181.67,9.49,2410.51
207,608,0,0,3,1,0,0,4,5,5,14,4,41.65,537.67,586.3,195.91,96.9,6.28,455.13,74.05,1280.81,435.57,10.600000000000001,808.04,199.55,351.16,0.99,5080.61
208,609,1,1,1,0,1,0,4,5,2,11,3,50.47,124.0,4.68,127.51,16.22,0.0,154.65,24.86,27.310000000000002,475.91,5.98,213.79,53.67,143.56,5.18,1427.7900000000002
209,614,0,0,3,1,0,0,5,4,4,13,4,8.15,220.14000000000001,2.75,196.99,2.49,0.0,488.85,101.02,28.47,272.96,0.8,796.71,138.91,441.17,10.98,2710.39
210,621,1,0,1,0,1,0,4,5,4,13,4,38.41,402.64,5.99,543.42,82.4,0.0,143.76,171.86,345.18,88.54,5.34,896.87,236.61,162.82,4.0,3127.84
211,622,0,0,1,0,1,0,5,5,3,13,4,307.02,39.51,130.68,181.37,159.23,3.99,131.41,122.05,380.19,352.87,13.31,263.78000000000003,117.31,149.41,15.51,2367.6400000000003
212,623,1,0,3,1,0,0,5,4,4,13,4,680.62,227.43,8.69,354.15,87.92,4.49,190.56,157.63,246.73,551.05,0.0,633.77,238.65,235.97,2.25,3619.9099999999994
213,624,1,1,1,0,1,0,5,4,5,14,4,124.60000000000001,222.06,18.28,511.89,51.9,1.99,458.88,369.86,161.28,582.12,1.59,1393.96,266.03000000000003,466.52,0.99,4631.950000000001
214,630,0,0,3,1,0,0,5,5,5,15,5,60.43,115.27000000000001,48.5,1610.79,32.58,0.0,227.8,72.99,294.29,481.41,0.0,1539.13,339.7,517.56,3.34,5343.789999999999
215,631,1,1,3,1,0,0,5,5,5,15,5,505.31,340.86,234.11,562.39,114.08,17.98,369.69,428.76,949.34,554.41,5.29,1118.77,373.11,799.66,22.63,6396.389999999999
216,644,1,1,2,0,0,1,5,5,4,14,4,297.76,349.29,74.66,240.71,80.3,2.99,202.6,98.95,567.8,246.49,3.98,630.35,121.35,270.54,129.99,3317.76
217,647,0,1,3,1,0,0,5,4,5,14,4,77.71,65.68,84.43,498.54,129.97,34.769999999999996,586.83,228.34,679.83,793.96,0.0,952.87,392.51,356.87,5.99,4888.3
218,660,1,1,2,0,0,0,5,5,5,15,5,5.97,405.56,251.62,768.8100000000001,156.71,18.94,567.15,282.87,1419.6100000000001,917.39,14.97,1658.84,508.92,458.17,0.5,7436.030000000001
219,661,1,1,1,0,1,0,5,5,5,15,5,2748.05,85.41,29.89,147.34,220.39000000000001,3.99,356.19,144.84,715.32,1923.02,11.99,1450.12,240.37,182.55,1.5,8260.97
220,670,1,0,3,1,0,0,5,5,5,15,5,174.8,224.04,81.51,849.87,94.47,6.98,724.27,121.27,386.26,447.71,7.720000000000001,774.0,348.27,530.2,31.93,4803.3
221,671,0,0,1,0,1,0,4,4,4,12,3,658.7199999999999,29.959999999999997,49.49,221.69,89.64,0.0,212.23,153.98,321.44,517.59,14.98,896.15,245.38,271.93,5.98,3689.1600000000003
222,672,0,0,2,0,0,1,5,4,3,12,3,13.47,166.84,8.32,268.8,67.3,0.0,231.98,77.89,203.28,417.79,2.99,361.86,217.39,370.49,0.0,2408.3999999999996
223,675,0,1,2,0,0,1,5,5,4,14,4,27.310000000000002,327.05,3.99,248.67,5.67,0.0,267.19,218.49,200.84,212.39,0.89,1157.91,411.46,399.44,5.470000000000001,3486.77
224,680,1,1,1,0,1,0,4,4,4,12,3,7.49,148.76,18.75,210.59,25.01,2.29,498.22,232.76,183.19,306.58,0.0,1012.26,315.52,549.85,1.75,3513.02
225,682,1,1,2,0,0,1,2,5,4,11,3,72.93,122.76,83.32,279.17,125.53,15.79,214.46,116.04,246.94,240.66,1.5,621.96,134.31,303.44,2.66,2581.4700000000003
226,685,0,0,2,0,1,0,5,5,5,15,5,1142.27,958.3,67.76,184.25,108.3,7.0,220.9,177.85,490.31,328.64,12.88,1614.25,173.53,418.77,0.0,5905.01
227,688,0,1,3,1,0,0,4,1,4,9,3,312.51,95.68,47.59,109.09,8.26,20.0,260.36,280.58,183.93,360.53,0.0,806.66,172.54,404.64,2.99,3065.3599999999997
228,690,1,0,1,0,1,0,5,5,4,14,4,942.99,73.06,39.34,211.13,250.31,2.54,295.33,51.72,317.52,352.66,0.0,862.87,148.11,250.59,18.77,3816.9399999999996
229,692,1,0,1,0,1,0,5,4,4,13,4,935.12,64.5,33.75,133.88,59.66,18.46,207.36,147.35,352.28000000000003,106.78,6.68,689.5600000000001,214.64000000000001,331.26,3.96,3305.24
230,693,1,0,2,0,0,1,4,5,5,14,4,274.5,151.82,131.21,508.25,160.65,27.19,733.65,235.91,597.89,691.19,15.55,1204.5,276.19,570.07,29.05,5607.619999999999
231,695,0,0,3,1,0,0,5,5,5,15,5,0.25,289.05,237.97,845.74,299.98,9.98,743.39,425.53000000000003,948.13,623.38,64.96000000000001,1203.88,478.98,1022.11,97.89,7291.220000000001
232,696,0,1,2,0,0,1,5,5,5,15,5,898.59,855.84,472.58,1599.05,409.98,12.96,1163.85,359.65,1898.05,1002.84,10.97,1499.04,1068.26,1345.44,49.99,12647.089999999998
233,699,1,1,2,0,0,1,5,3,5,13,4,0.0,225.64000000000001,712.58,486.09000000000003,150.21,7.970000000000001,710.61,341.48,1664.5900000000001,1048.18,28.330000000000002,1504.8,718.8100000000001,604.89,8.64,8212.82
234,706,1,1,2,0,0,1,5,4,4,13,4,114.06,107.74000000000001,124.89,323.18,134.17000000000002,4.98,322.86,197.42000000000002,286.94,465.2,15.959999999999999,729.8100000000001,242.03,331.77,13.97,3414.98
235,707,0,1,3,1,0,0,5,5,5,15,5,1290.46,1083.45,175.48000000000002,1655.69,203.72,108.53,1346.19,650.39,660.61,1937.59,9.78,3549.51,938.08,1638.53,27.880000000000003,15275.890000000001
236,708,0,1,3,1,0,0,5,3,4,12,3,21.48,77.11,152.18,333.8,141.74,0.0,376.09000000000003,55.410000000000004,363.15,230.78,0.0,235.84,244.12,342.13,5.49,2579.3199999999997
237,712,1,1,2,0,0,1,5,5,5,15,5,89.92,296.53000000000003,228.1,952.19,102.55,82.94,1387.75,384.36,1171.38,712.49,7.57,2198.46,910.14,1494.8600000000001,22.84,10042.080000000002
238,714,1,0,3,1,0,0,5,5,4,14,4,23.26,154.36,6.050000000000001,457.13,1.99,0.0,275.38,95.99,175.21,805.59,0.0,1110.74,107.81,584.11,0.0,3797.62
239,715,1,0,2,0,0,1,5,5,4,14,4,3.79,310.24,13.83,209.73,100.78,27.25,265.55,96.04,321.76,421.66,0.0,933.98,442.63,216.42,0.5,3364.1600000000003
240,716,1,1,3,1,0,0,5,3,2,10,3,0.0,44.0,3.29,150.74,9.01,18.21,109.28,32.49,63.47,80.41,0.0,413.54,68.57,174.47,0.0,1167.48
241,718,1,0,3,1,0,0,5,5,5,15,5,29.1,474.96000000000004,175.11,1624.94,541.29,61.8,1242.15,861.74,1830.03,1706.04,24.11,3234.5,856.9,1836.82,37.410000000000004,14536.9
242,722,0,1,2,0,0,1,5,4,5,14,4,88.42,276.1,55.95,740.98,79.08000000000001,26.96,406.22,315.98,1029.04,250.58,2.5,1470.18,303.4,902.59,0.0,5947.98
243,725,1,0,1,0,1,0,5,4,5,14,4,84.36,97.8,2.69,639.93,23.31,0.0,307.69,238.86,358.69,621.41,0.0,1411.24,273.4,622.19,0.0,4681.57
244,731,1,0,2,0,0,1,5,5,4,14,4,30.32,75.91,99.77000000000001,194.28,356.6,0.0,233.05,114.37,467.81,397.18,3.5,245.41,133.01,179.35,23.94,2554.5
245,732,1,1,3,1,0,0,4,4,4,12,3,120.15,126.33,14.97,796.28,7.5600000000000005,0.0,440.18,251.77,94.10000000000001,475.73,0.0,638.58,257.13,460.39,11.83,3694.9999999999995
246,733,1,1,2,0,0,1,5,3,4,12,3,371.21,33.94,46.94,231.92000000000002,46.14,0.0,193.5,52.57,637.03,611.3,0.0,122.23,158.97,93.02,0.0,2598.77
247,740,1,1,2,0,1,0,5,4,5,14,4,31.96,586.36,123.26,441.91,57.49,26.33,910.13,339.96,532.04,399.86,9.280000000000001,1065.76,532.75,1516.72,20.450000000000003,6594.26
248,741,1,1,3,1,0,0,5,3,4,12,3,40.45,159.11,75.92,208.89000000000001,25.39,9.98,176.41,145.28,193.21,226.04,17.96,1161.56,286.54,474.51,42.730000000000004,3243.98
249,742,0,0,3,1,0,0,5,5,4,14,4,427.38,94.12,131.59,337.93,113.63,2.99,335.83,115.61,348.83,827.71,0.44,536.11,192.46,146.1,1.32,3612.05
250,748,1,0,3,1,0,0,5,3,4,12,3,56.49,81.72,20.0,223.16,24.94,11.99,151.51,58.69,261.32,857.17,0.0,662.95,133.92,112.9,4.47,2661.2299999999996
251,752,0,1,2,0,1,0,5,3,4,12,3,63.14,95.59,37.2,228.46,55.49,2.69,202.62,175.96,204.93,285.54,15.4,771.55,278.93,255.74,36.510000000000005,2709.75
252,753,1,1,3,1,0,0,4,2,3,9,3,62.12,164.45,3.9699999999999998,245.77,2.99,0.0,260.97,74.17,163.47,298.98,0.0,306.59000000000003,118.27000000000001,124.3,0.0,1826.05
253,755,0,1,1,0,1,0,5,4,4,13,4,9.99,52.86,84.89,241.2,34.28,0.0,212.88,86.35,190.89000000000001,366.75,0.89,763.83,179.62,432.17,0.0,2656.6000000000004
254,761,0,1,3,1,0,0,5,5,5,15,5,369.4,350.95,172.71,1369.12,98.41,64.77,664.79,178.65,1645.08,696.7,1.48,930.63,902.66,605.5,39.54,8090.3899999999985
255,762,0,1,2,0,1,0,5,5,5,15,5,127.96000000000001,308.56,425.9,372.22,884.03,83.56,678.25,656.17,1177.1100000000001,714.38,42.41,898.21,408.13,1198.56,76.42999999999999,8051.880000000001
256,764,0,1,3,1,0,0,5,4,4,13,4,0.0,157.93,21.66,315.3,114.48,21.96,299.49,182.11,395.21000000000004,181.12,3.98,605.4300000000001,191.79,317.16,9.92,2817.54
257,766,1,1,2,0,0,1,5,4,5,14,4,56.84,651.88,116.17,794.37,282.05,26.35,607.59,340.72,1514.72,502.21,9.97,1249.44,531.3,1662.0,4.48,8350.09
258,768,0,1,2,0,1,0,5,5,5,15,5,77.61,494.90000000000003,148.98,454.14,155.02,26.979999999999997,533.9300000000001,176.81,836.1,647.29,2.99,957.24,311.28,574.41,2.98,5400.659999999999
259,770,0,1,3,1,0,0,4,2,3,9,3,3.84,128.74,8.48,223.87,45.480000000000004,0.0,154.69,118.33,68.18,381.13,0.0,608.5600000000001,103.11,201.39000000000001,1.99,2047.7900000000002
260,771,1,1,1,0,1,0,5,5,5,15,5,197.92000000000002,368.98,656.27,840.01,209.94,47.13,553.84,374.52,1160.68,422.17,20.77,1181.38,539.64,1304.53,49.72,7927.500000000002
261,779,1,1,3,1,0,0,4,4,4,12,3,634.4300000000001,124.81,26.85,427.6,62.53,1.99,330.5,136.2,474.79,400.81,1.99,616.08,275.93,282.64,0.0,3797.1499999999996
262,784,1,1,2,0,1,0,5,4,3,12,3,194.6,102.94,79.71,256.67,29.240000000000002,0.0,70.38,90.02,165.88,463.87,0.0,244.25,127.01,303.89,0.0,2128.46
263,785,1,1,2,0,0,1,5,3,2,10,3,0.0,69.9,86.78,164.18,34.9,0.0,178.14000000000001,45.6,185.36,199.55,0.0,106.01,74.08,185.4,0.0,1329.9
264,786,0,1,2,0,0,1,5,5,5,15,5,1854.33,275.19,114.75999999999999,431.33,29.61,4.19,506.31,261.43,735.23,695.99,13.67,1620.47,317.6,566.29,7.67,7434.07
265,787,0,0,1,0,1,0,5,5,4,14,4,65.44,489.97,575.15,61.660000000000004,46.9,0.0,217.71,43.42,279.73,431.40000000000003,57.76,22.62,99.28,106.56,0.0,2497.6000000000004
266,788,0,0,2,1,0,0,5,5,5,15,5,460.1,218.21,4.69,214.7,39.03,0.0,354.73,304.37,676.29,1311.4,1.0,1852.14,405.82,488.71,6.47,6337.66
267,790,1,1,1,0,1,0,5,2,4,11,3,34.06,112.8,136.72,64.1,59.15,3.58,194.69,415.52,509.97,399.84000000000003,5.99,580.8100000000001,140.91,136.32,0.0,2794.4600000000005
268,797,0,1,2,0,0,1,5,4,4,13,4,510.04,169.66,54.440000000000005,301.06,134.99,0.0,300.35,100.25,399.59,363.39,0.0,382.47,197.06,119.48,26.79,3059.5699999999997
269,800,0,0,2,0,0,1,5,5,5,15,5,87.28,452.24,60.6,515.19,242.69,8.18,731.32,334.43,2696.07,983.32,12.96,1573.45,757.63,1378.0,85.7,9919.06
270,802,1,0,2,0,0,1,5,2,3,10,3,342.86,109.49,46.84,108.37,18.14,0.0,102.21,95.28,139.53,152.03,0.0,318.7,53.12,232.58,0.0,1719.1499999999999
271,803,0,1,2,0,0,1,5,3,3,11,3,51.83,87.79,10.98,142.86,2.99,0.0,83.23,108.8,143.65,196.64000000000001,13.48,668.9,191.02,186.48,0.0,1888.65
272,806,0,1,2,0,0,1,5,4,5,14,4,131.11,416.21,134.89,721.1899999999999,113.88000000000001,0.0,568.31,284.56,870.8100000000001,417.88,12.96,1001.55,190.62,556.75,23.46,5444.18
