DAY,SALES_VALUE
101,35.0
102,93.0
103,34.99
104,86.36
105,177.72
106,49.3
107,18.990000000000002
108,84.74
109,73.82
110,52.21
111,4.51
112,22.95
113,72.55
114,66.92999999999999
115,65.61
116,54.07
117,115.07
118,50.36
119,117.08999999999999
120,60.7
121,4.99
122,109.75
123,68.29
124,63.03
125,67.78
126,51.26
127,54.71
128,45.53
129,44.959999999999994
130,71.2
131,6.470000000000001
132,30.999999999999996
133,63.48
134,23.75
135,71.37
136,27.130000000000003
137,33.28
138,156.16
139,34.44
140,70.8
141,57.41
142,89.35
143,48.23
144,42.67
145,111.16
146,40.32
147,105.25999999999999
148,11.95
149,50.61
150,78.01
151,3.78
152,49.14
153,15.969999999999999
154,103.81
155,52.73
156,72.13
157,59.43
158,7.73
159,50.62
160,38.48
161,30.04
162,138.49
163,137.63
164,5.55
165,48.089999999999996
166,132.42
167,83.05
168,57.58
169,4.54
170,61.33
171,24.259999999999998
172,95.78999999999999
173,18.98
174,2.92
175,50.94
176,46.81
177,51.209999999999994
178,79.25999999999999
179,74.02
180,99.3
181,16.96
182,100.89999999999999
183,20.71
184,44.86
185,23.92
186,28.990000000000002
187,55.669999999999995
188,10.31
189,4.43
190,0.4
191,70.36999999999999
192,21.36
193,110.52
194,114.65
195,59.69
196,207.82000000000002
197,65.73
198,28.37
199,77.22
200,91.41
201,22.78
202,61.06
203,42.739999999999995
204,31.75
205,62.15
206,59.82
207,59.64
208,70.81
209,60.4
210,48.67
211,74.53
212,91.3
213,7.130000000000001
214,38.980000000000004
215,99.0
216,37.62
217,75.15
218,33.839999999999996
219,35.67
220,116.82
221,70.99
222,123.35
223,40.92
224,41.209999999999994
225,12.35
226,94.39
227,15.04
228,27.56
229,54.76
230,57.78
231,71.76
232,57.589999999999996
233,59.93
234,48.36
235,22.48
236,110.97999999999999
237,45.14
238,59.64
239,35.269999999999996
240,100.78999999999999
241,100.19
242,32.91
243,60.29
244,87.71
245,35.980000000000004
246,59.89
247,3.43
248,22.84
249,79.38
250,97.19
251,55.94
252,3.89
253,40.9
254,42.41
255,7.43
256,52.699999999999996
257,15.18
258,12.02
259,46.8
260,35.379999999999995
261,17.78
262,49.849999999999994
263,40.489999999999995
264,77.56
265,54.11
266,24.95
267,48.64
268,66.84
269,71.26
270,27.810000000000002
271,16.58
272,36.839999999999996
273,49.809999999999995
274,25.44
275,40.73
276,67.98
277,74.84
279,47.21
280,61.15
281,53.29
282,52.82
283,94.72
284,34.980000000000004
285,30.57
286,27.27
287,17.18
288,42.35
289,31.84
290,76.6
291,44.42
292,80.66
293,67.66
294,53.28
295,106.09
296,54.059999999999995
297,44.27
298,27.419999999999998
299,50.04
300,9.24
301,179.60999999999999
302,4.98
303,35.7
304,26.4
305,63.81
306,152.72
307,23.48
308,40.86
309,26.919999999999998
310,81.05
311,68.56
312,12.59
313,22.49
314,80.55
315,39.26
316,54.13
317,45.52
318,102.08
319,127.75000000000001
320,28.959999999999997
321,75.83
322,25.92
323,25.71
324,67.71
325,42.839999999999996
326,90.28
