DAY,SALES_VALUE
101,65.65
102,40.54
103,36.95
104,35.46
105,182.81
106,66.37
107,11.15
108,94.73
109,40.980000000000004
110,54.6
111,11.08
112,68.27
113,122.76
114,73.78
115,85.0
116,35.27
117,106.97
118,73.5
119,39.74
120,54.989999999999995
121,15.98
122,42.29
123,125.47
124,61.93
125,44.01
126,36.65
127,61.94
128,52.01
129,103.07
130,44.03
131,13.95
132,29.109999999999996
133,70.74
134,21.61
135,98.24
136,10.639999999999999
137,38.0
138,148.32999999999998
139,56.69
140,48.62
141,153.56
142,79.39
143,74.47
144,74.81
145,98.36
146,55.69
147,81.33
148,37.5
149,30.369999999999997
150,43.01
151,9.17
152,40.55
153,54.690000000000005
154,82.27
155,66.78999999999999
156,66.52
157,52.21
158,21.32
159,93.31
160,108.7
161,32.699999999999996
162,111.77
163,151.88
164,27.699999999999996
165,64.62
166,79.28
167,70.83
168,70.42
169,11.7
170,37.06
171,24.15
172,93.53
173,36.9
174,15.14
175,64.62
176,33.93
177,32.03
178,81.99
179,96.16
180,112.13
181,14.2
182,120.78999999999999
183,26.31
184,46.82
185,16.080000000000002
186,36.11
187,61.66
188,43.04
189,11.29
190,16.26
191,46.46
192,9.68
193,109.41
194,118.86
195,44.74
196,165.1
197,87.2
198,55.46
199,50.54
200,125.82
201,49.3
202,61.69
203,66.06
204,17.6
205,45.97
206,64.71000000000001
207,24.56
208,113.56
209,59.04
210,18.15
211,113.89999999999999
212,11.89
213,108.5
214,51.02
215,70.7
216,50.52
217,80.38
218,23.009999999999998
219,57.75
220,109.45
221,63.849999999999994
222,129.75
223,57.37
224,33.83
225,30.32
226,88.7
227,27.269999999999996
228,36.77
229,33.94
230,58.17
231,79.7
232,12.32
233,66.05
235,27.519999999999996
236,105.83
237,50.82
238,49.29
239,3.36
240,99.82
241,49.66
242,37.16
243,33.809999999999995
244,77.67999999999999
245,40.18
246,41.39
247,3.43
248,31.519999999999996
249,71.28
250,96.05
251,37.49
252,9.95
253,51.449999999999996
254,17.41
255,32.4
256,45.3
257,28.64
258,14.61
259,110.64
260,35.84
261,19.62
262,19.61
263,45.019999999999996
264,41.85
265,16.34
266,36.51
267,8.8
268,50.489999999999995
269,67.80999999999999
270,66.86
271,23.28
272,11.42
273,98.1
274,44.62
275,89.06
276,49.05
277,78.27
279,70.99
280,42.68
281,92.2
282,19.57
283,90.42
284,40.66
285,15.340000000000002
286,43.1
287,32.04
288,32.96
289,45.96
290,65.32
291,116.94
292,58.83
293,56.089999999999996
294,28.669999999999998
295,54.709999999999994
296,46.55
297,25.05
298,58.97
299,85.97
300,35.51
301,107.71
302,16.08
303,70.14999999999999
304,19.849999999999998
305,32.71
306,152.47
308,27.64
309,37.03
310,73.84
311,73.45
312,4.19
