DAY,SALES_VALUE
101,38.9
102,46.77
103,77.3
104,81.27
105,65.28
106,60.09
107,58.55
108,43.15
109,58.980000000000004
110,87.31
111,54.26
112,48.96
113,51.0
114,69.09
115,85.1
116,54.02
117,83.25
118,65.73
119,45.26
120,79.94
121,71.71
122,62.53
123,57.1
124,69.68
125,65.47
126,42.74
127,79.37
128,58.97
129,75.83
130,78.44
131,72.72
132,63.480000000000004
133,91.73
134,46.77
135,62.050000000000004
136,62.03
137,55.66
138,96.89
139,90.06
140,48.89
141,42.81
142,59.21
143,28.11
144,62.16
145,97.86
146,71.0
147,49.14
148,75.29
149,49.32
150,79.4
151,28.68
152,76.16
153,75.17
154,54.75
155,37.78
156,50.6
157,73.0
158,80.77
159,63.47
160,60.89
161,70.38
162,41.61
163,100.47
164,70.15
165,101.75
166,80.15
167,105.37
168,108.35
169,104.83
170,39.22
171,68.94
172,62.75
173,107.38
174,56.95
175,47.55
176,43.08
177,44.64
178,71.65
179,50.28
180,104.46000000000001
181,80.63
182,61.83
183,46.11
184,80.33
185,61.22
186,112.8
187,109.25
188,72.47
189,57.44
190,43.230000000000004
191,34.72
192,79.47
193,91.8
194,84.95
195,73.87
196,59.62
197,54.14
198,79.89
199,60.6
200,72.92
201,140.12
202,61.17
203,82.99
204,39.480000000000004
205,59.29
206,57.71
207,97.77
208,120.2
209,65.42999999999999
210,48.28
211,95.64
212,104.09
213,56.55
214,63.34
215,66.97
216,49.16
217,56.45
218,40.61
219,70.82
220,69.9
221,43.55
222,106.2
223,65.0
224,113.3
225,114.33
226,36.21
227,111.29
228,88.61
229,140.46
230,87.76
231,74.0
232,56.260000000000005
233,68.01
234,91.15
235,94.27
236,145.95
237,61.08
238,78.33
239,70.77
240,98.74000000000001
241,100.75
242,124.65
243,74.46000000000001
244,109.59
245,75.07
246,115.94
247,17.68
248,66.8
249,60.24
250,57.03
251,44.97
252,35.76
253,52.24
254,111.1
255,122.09
256,155.02
257,108.24000000000001
258,135.43
259,108.51
260,99.58
261,105.52
262,81.3
263,164.37
264,143.39000000000001
265,85.31
266,108.73
267,63.93
268,44.46
269,46.66
270,85.23
271,139.06
272,65.38
273,55.59
274,46.99
275,54.51
276,127.55
277,54.56
279,73.8
280,76.29
281,42.49
282,73.76
283,90.45
284,113.15
285,94.96
286,144.81
287,99.78
288,99.39
289,105.97
290,105.15
291,127.12
292,157.45
293,68.47
294,51.83
295,111.25
296,87.54
297,64.82
298,101.2
299,97.15
300,121.65
301,47.55
302,41.92
303,40.41
304,55.37
305,127.65
306,175.21
307,108.75
308,65.83
309,65.67
310,44.44
311,47.49
312,93.13
313,89.12
314,75.99
315,97.39
316,47.42
317,55.839999999999996
318,122.26
319,196.12
320,169.41
