DAY,SALES_VALUE
101,130.27
102,387.05
103,193.24
104,45.3
105,155.29
106,211.45
107,106.41
108,92.72
109,192.25
110,322.5
111,105.48
112,141.92000000000002
113,148.99
114,224.36
115,85.60000000000001
116,156.87
117,248.95000000000002
118,130.23
119,157.56
120,107.77000000000001
121,124.57
122,186.06
123,84.59
124,131.07999999999998
125,104.08
126,157.82
127,168.68
128,244.01
129,148.91
130,188.22
131,146.23
132,97.52
133,158.72
134,114.56
135,181.29
136,147.06
137,177.23
138,222.5
139,107.02
140,126.97
141,215.19
142,160.38
143,125.33
144,152.89000000000001
145,177.06
146,168.17000000000002
147,155.72
148,89.75
149,86.49
150,170.5
151,172.9
152,249.35
153,50.89
154,162.17
155,106.86
156,238.56
157,276.04
158,169.04000000000002
159,210.66
160,207.02
161,133.36
162,224.53
163,227.75
164,167.86
165,161.92000000000002
166,143.59
167,121.97
168,180.65
169,140.74
170,106.05
171,141.85
172,257.44
173,276.47
174,119.38
175,144.76
176,164.32
177,153.87
178,142.64
179,111.1
180,177.45
181,72.28
182,157.19
183,179.76
184,121.85
185,110.44
186,214.52
187,236.13
188,115.39
189,120.7
190,180.68
191,194.0
192,194.87
193,203.92
194,206.65
195,161.26
196,136.51
197,208.25
198,112.54
199,141.83
200,266.66
201,213.46
202,82.5
203,153.46
204,124.48
205,97.53
206,155.42000000000002
207,328.15
208,259.96
209,154.38
210,124.06
211,190.28
212,140.27
213,115.7
214,210.49
215,196.31
216,137.74
217,134.14000000000001
218,195.64000000000001
219,89.97
220,213.08
221,146.14000000000001
222,142.0
223,178.09
224,113.36
225,142.5
226,191.69
227,105.89
228,248.82999999999998
229,147.66
230,114.25
231,135.88
232,194.61
233,131.51
234,139.59
235,121.31
236,181.57
237,187.48
238,150.04
239,237.53
240,124.37
241,143.49
242,170.41
243,329.32
244,219.95000000000002
245,144.97
246,201.19
247,58.26
248,122.43
249,103.28
250,104.75
251,137.92000000000002
252,144.3
253,144.61
254,254.45000000000002
255,135.83
256,286.17
257,217.33
258,184.64000000000001
259,93.67999999999999
260,161.12
261,215.67000000000002
262,110.00999999999999
263,259.26
264,122.71000000000001
265,107.02
266,164.09
267,106.56
268,188.73
269,86.26
270,207.39
271,308.67
272,158.64000000000001
273,129.75
274,213.39
275,269.07
276,354.12
277,157.57
279,168.97
280,195.74
281,188.01
282,197.3
283,206.45000000000002
284,198.37
285,123.78
286,128.51
287,143.85
288,183.17
289,207.66
290,197.38
